"pkg_name","pkg_version","license_group","roxygen_yn","n_depends","rversion_min","rversion_min_modified","nauthors"
"refset",0,"GPL",0,3,NA,303.3,1
"parsemsf",0,"GPL",1,10,302,302,1
"Inventorymodel",1,"GPL",0,2,215,215,1
"plotrr",0,"MIT",1,3,NA,303.3,2
"mazeGen",0,"GPL",1,2,NA,303.3,2
"mdw",0,"GPL",1,2,303,303,2
"networkGen",0,"GPL",1,3,NA,304.2,1
"striprtf",0,"MIT",1,5,210,210,1
"xesreadR",0,"MIT",1,8,300,300,2
"EAinference",0,"GPL",1,14,302,302,2
"harrietr",0,"GPL",1,7,303,303,1
"NestedCategBayesImpute",1,"GPL",0,5,NA,303.3,4
"adapr",1,"LGPL",1,14,301,301,2
"goftte",1,"GPL",0,4,300,300,1
"passport",0,"GPL",1,12,301,301,1
"SASmarkdown",0,"MIT",1,1,NA,304.2,1
"MUS",0,"GPL",0,1,303,303,2
"Dforest",0,"GPL",1,4,300,300,2
"phase1RMD",1,"GPL",0,5,300,300,3
"simEd",1,"GPL",0,6,NA,304.1,2
"cctools",0,"GPL",1,6,NA,304.1,1
"unitizer",1,"GPL",1,10,NA,304,1
"CorporaCoCo",1,"GPL",0,7,301,301,5
"IDCard",0,"GPL",0,0,NA,304.2,2
"MHTdiscrete",0,"GPL",1,0,NA,303.2,2
"powdist",0,"GPL",1,2,301,301,3
"futility",0,"GPL",1,5,NA,304.2,6
"KMgene",1,"GPL",1,6,NA,304.2,1
"LCF",1,"GPL",1,1,302,302,1
"ManifoldOptim",0,"GPL",1,4,NA,303.3,4
"epicontacts",1,"GPL",1,14,NA,304.1,6
"ICRanks",1,"GPL",1,3,NA,304.2,1
"RcppHMM",1,"GPL",0,2,NA,303.3,2
"RcppTN",0,"GPL",1,8,NA,304.2,1
"AWR.Athena",1,"AGPL",1,3,NA,304.1,2
"wicket",0,"MIT",1,6,NA,303.3,1
"easyAHP",0,"GPL",0,0,NA,304.2,2
"xslt",1,"GPL",1,4,NA,303.3,1
"gamreg",0,"GPL",1,7,NA,303.2,1
"revgeo",0,"GPL",1,2,303,303,1
"spiderbar",0,"MIT",1,5,302,302,3
"sppmix",1,"CC BY",1,18,302,302,2
"modest",0,"GPL",0,3,NA,304.1,2
"ICCbin",1,"GPL",1,1,NA,303.3,2
"dparser",0,"BSD",1,7,302,302,2
"StakeholderAnalysis",1,"GPL",0,0,302,302,4
"qboxplot",0,"GPL",0,2,NA,304,1
"rsample",0,"GPL",1,11,303,303,3
"ThankYouStars",0,"MIT",1,3,NA,304.2,1
"BatchMap",1,"GPL",1,8,302,302,5
"anocva",0,"GPL",1,3,210,210,2
"PdPDB",1,"MIT",1,1,NA,303.3,2
"rGoodData",0,"GPL",1,6,NA,304,1
"rLDCP",1,"GPL",1,3,NA,303.3,3
"rODE",0,"GPL",1,8,303,303,1
"geojson",0,"MIT",1,12,NA,303.3,2
"epxToR",0,"GPL",0,2,NA,303.3,4
"Diderot",0,"GPL",0,11,NA,300.1,1
"RcppQuantuccia",0,"GPL",1,3,NA,304,1
"ArCo",0,"MIT",1,3,NA,304,4
"lplyr",0,"MIT",1,8,301,301,1
"Pstat",1,"GPL",0,0,NA,303.3,1
"RJSplot",1,"CC BY",0,1,300,300,2
"slowraker",0,"MIT",1,7,301,301,1
"infraFDTD.assist",0,"GPL",0,2,NA,303.3,1
"MBHdesign",1,"GPL",0,10,NA,303.3,1
"phylocanvas",0,"MIT",1,7,303,303,1
"rsurfer",0,"MIT",1,2,303,303,3
"coppeCosenzaR",0,"GPL",1,2,302,302,3
"vfcp",0,"GPL",1,3,NA,304.1,1
"countyfloods",0,"GPL",1,14,210,210,2
"FinAna",0,"GPL",0,0,NA,303.3,1
"kaphom",0,"GPL",1,1,NA,304.2,1
"meanr",0,"BSD",1,0,300,300,1
"routr",0,"MIT",1,12,NA,304.2,1
"GerminaR",1,"MIT",1,11,302,302,7
"WWR",1,"GPL",1,1,301,301,6
"cbar",0,"Apache",1,9,303,303,1
"MOEADr",0,"GPL",1,8,303,303,3
"MoLE",1,"GPL",1,0,300,300,1
"nspmix",1,"GPL",0,4,NA,304.1,1
"optimization",1,"GPL",0,3,302,302,1
"EfficientMaxEigenpair",0,"MIT",1,3,303,303,1
"MHCtools",1,"MIT",1,1,NA,304.3,1
"WaveLetLongMemory",0,"GPL",0,2,NA,303.3,1
"zFactor",0,"GPL",1,9,210,210,1
"debugme",1,"MIT",1,5,NA,303.3,1
"docuSignr",0,"GPL",1,5,302,302,2
"groupdata2",0,"MIT",1,11,303,303,1
"oii",1,"MIT",1,3,302,302,3
"ROI.plugin.msbinlp",0,"GPL",0,5,NA,304.1,3
"ROI.plugin.optimx",0,"GPL",0,5,NA,304.1,1
"liteq",1,"MIT",1,6,NA,303.3,1
"EasyMx",0,"GPL",0,2,300,300,2
"htm2txt",1,"GPL",1,1,303,303,1
"mafs",0,"GPL",1,23,NA,303.3,1
"monoreg",1,"GPL",0,0,NA,304.1,1
"LZeroSpikeInference",1,"GPL",1,3,NA,304.1,1
"geomedb",0,"GPL",1,3,NA,304.1,1
"sicegar",0,"GPL",1,6,NA,304,2
"vennplot",0,"GPL",1,4,NA,304,3
"GSMX",0,"GPL",0,3,300,300,1
"rucrdtw",0,"Apache",1,7,210,210,6
"curstatCI",0,"GPL",1,4,210,210,2
"icmm",1,"GPL",1,3,NA,304.2,3
"iDINGO",1,"GPL",1,7,NA,304.2,2
"HybridFS",0,"MIT",1,5,304,304,5
"brea",0,"GPL",0,0,NA,303.2,1
"colf",0,"MIT",1,5,302,302,1
"RcppBlaze",0,"GPL",1,7,300,300,8
"Replicate",1,"GPL",1,2,NA,304.3,2
"BMhyb",1,"GPL",0,17,NA,304.2,1
"D3partitionR",0,"MIT",1,2,303,303,6
"editData",0,"GPL",1,7,210,210,1
"BaTFLED3D",0,"CC BY",1,9,302,302,1
"BrownDog",0,"FreeBSD",1,4,NA,304.1,3
"DWLasso",0,"GPL",0,3,NA,304.2,2
"DataEntry",0,"GPL",0,4,NA,304,1
"proustr",0,"MIT",1,1,210,210,1
"confinterpret",0,"AGPL",1,3,NA,304,1
"additiveDEA",1,"GPL",1,2,301,301,1
"TSCS",0,"GPL",1,5,303,303,1
"msaR",0,"BSL",1,5,302,302,2
"basictabler",0,"GPL",1,12,303,303,1
"msu",0,"GPL",1,2,304,304,2
"SimTimeVar",1,"GPL",1,10,NA,304.3,5
"statsDK",0,"MIT",1,12,210,210,1
"apercu",0,"CC BY",1,2,NA,304.1,1
"CHMM",0,"GPL",1,1,301,301,2
"MFKnockoffs",0,"GPL",1,19,NA,304.2,5
"ArchaeoPhases",1,"GPL",1,8,210,210,3
"breakfast",0,"GPL",1,1,304,304,1
"glacierSMBM",0,"GPL",0,4,210,210,2
"isnullptr",1,"GPL",1,0,300,300,1
"pder",1,"GPL",0,0,210,210,2
"pifpaf",1,"GPL",1,10,304,304,8
"ecoseries",0,"GPL",1,7,303,303,2
"EventStudy",0,"GPL",1,18,NA,304.1,1
"importar",0,"GPL",1,2,NA,304.2,1
"kfda",1,"GPL",0,2,300,300,1
"LFDREmpiricalBayes",1,"GPL",0,5,214,214,4
"tinyProject",0,"GPL",1,5,NA,304.2,1
"BNPMIXcluster",0,"GPL",1,6,210,210,3
"coinmarketcapr",0,"CC0",1,4,NA,304.2,2
"d3plus",0,"MIT",1,2,NA,304.2,4
"econullnetr",0,"MIT",1,9,210,210,1
"prioritylasso",0,"GPL",1,6,210,210,2
"parlitools",0,"MIT",1,18,210,210,1
"leabRa",0,"GPL",1,4,210,210,3
"mosaicModel",0,"MIT",1,17,301,301,2
"MRFA",0,"GPL",1,10,214,214,1
"OBMbpkg",1,"GPL",1,1,NA,304.2,1
"RcmdrPlugin.sutteForecastR",1,"GPL",0,2,300,300,1
"regexSelect",1,"GPL",1,2,203,203,1
"USCF",0,"MIT",1,0,NA,304.2,1
"brazilmaps",0,"GPL",1,7,302,302,1
"magicLamp",0,"GPL",1,2,NA,304.2,1
"QLearning",0,"GPL",1,0,NA,304.2,1
"rstansim",0,"GPL",1,11,302,302,1
"softermax",0,"BSD",1,4,NA,304.2,1
"cptec",0,"GPL",1,4,302,302,1
"ensemblepp",0,"GPL",0,10,210,210,1
"FDRSeg",1,"GPL",0,4,215,215,3
"ROI.plugin.clp",0,"EPL",1,7,NA,304,1
"binaryGP",0,"GPL",1,11,214,214,1
"BMT",0,"GPL",1,2,NA,304.2,2
"curvecomp",0,"GPL",1,1,NA,304.2,1
"envDocument",1,"GPL",1,4,NA,304,1
"EQUIVNONINF",1,"CC0",0,2,300,300,2
"fusionclust",1,"GPL",1,5,304,304,3
"gma",1,"GPL",0,3,NA,304.2,2
"IGP",0,"GPL",1,13,NA,304.2,1
"kpeaks",0,"GPL",0,3,210,210,2
"SiER",0,"GPL",1,1,NA,304.2,2
"sure",0,"GPL",1,9,301,301,4
"BNSL",0,"GPL",0,4,NA,304,1
"leafSTAR",1,"AGPL",1,0,304,304,2
"mcMST",1,"BSD",1,13,NA,304.2,1
"tsgui",0,"GPL",0,9,300,300,2
"cytominer",0,"BSD",1,19,303,303,5
"randnet",0,"GPL",0,8,NA,304.2,3
"rbtt",0,"GPL",1,3,303,303,2
"SampleSize4ClinicalTrials",0,"GPL",1,0,NA,304.2,1
"DES",1,"MIT",0,2,NA,304.2,1
"googleComputeEngineR",0,"MIT",1,8,303,303,5
"MsdeParEst",1,"GPL",1,6,300,300,2
"wildcard",1,"GPL",1,5,300,300,1
"AurieLSHGaussian",0,"GPL",1,6,NA,304.2,1
"CATTexact",0,"GPL",1,1,304,304,1
"gradientPickerD3",0,"GPL",1,3,303,303,1
"linemap",0,"GPL",1,3,210,210,1
"MFT",1,"GPL",1,0,NA,304.2,4
"veccompare",0,"BSD",1,10,210,210,2
"CausalImpact",1,"Apache",0,8,NA,304,2
"causalMGM",0,"GPL",0,1,302,302,4
"glassdoor",0,"GPL",1,6,301,301,1
"ADPF",0,"GPL",1,2,302,302,2
"auto.pca",0,"GPL",0,3,NA,304.2,1
"DCD",0,"GPL",0,13,304,304,3
"medmod",1,"GPL",1,5,302,302,1
"PredPsych",0,"GPL",1,11,301,301,1
"unifDAG",1,"GPL",0,7,NA,304.2,2
"GauPro",0,"GPL",1,6,NA,303.2,1
"nos",1,"GPL",1,3,303,303,1
"opendotaR",0,"GPL",1,3,NA,304.2,1
"sutteForecastR",0,"GPL",0,4,300,300,1
"yuimaGUI",0,"GPL",0,9,300,300,1
"MTSYS",1,"MIT",1,2,210,210,3
"CARS",0,"MIT",1,4,302,302,1
"fecR",0,"EUPL",1,5,303,303,3
"GeoMongo",1,"Apache",1,8,302,302,1
"RTaxometrics",1,"MIT",1,0,NA,304.1,1
"distrr",0,"GPL",1,6,301,301,1
"repurrrsive",0,"CC0",1,9,210,210,2
"SMM",1,"GPL",0,3,NA,304.2,4
"AWR",1,"AGPL",0,3,NA,303.3,1
"Bios2cor",1,"GPL",0,5,301,301,7
"cprr",0,"GPL",1,1,301,301,1
"mapReasy",1,"GPL",0,3,300,300,2
"modelwordcloud",0,"LGPL",1,4,NA,304.2,1
"multilaterals",1,"GPL",0,4,NA,304.2,1
"PakPMICS2014Ch",0,"GPL",1,2,301,301,2
"PakPMICS2014HH",0,"GPL",1,2,301,301,2
"PakPMICS2014HL",0,"GPL",1,2,301,301,2
"PakPMICS2014Wm",0,"GPL",1,2,301,301,2
"unjoin",0,"GPL",1,7,303,303,3
"csabounds",1,"GPL",1,6,300,300,1
"FactorsR",1,"GPL",0,8,300,300,1
"madrat",1,"BSD",1,7,210,210,5
"Ohit",1,"GPL",1,1,NA,304.2,3
"TNC",0,"GPL",1,3,304,304,1
"UdderQuarterInfectionData",1,"GPL",1,2,NA,304.2,4
"FuzzyNumbers.Ext.2",1,"LGPL",0,1,NA,304,1
"graphql",1,"BSD",1,3,NA,303.2,5
"RcextTools",0,"GPL",1,3,210,210,1
"VDSPCalibration",1,"GPL",0,0,NA,304.2,3
"billboard",0,"MIT",1,2,210,210,1
"BosonSampling",0,"GPL",0,3,NA,304.2,1
"cbanalysis",0,"GPL",1,0,NA,304,1
"dplyrAssist",0,"GPL",1,14,NA,304.2,1
"freqdom.fda",0,"GPL",1,8,215,215,2
"re2r",0,"BSD",1,12,303,303,11
"RGeode",0,"GPL",1,4,300,300,1
"threshr",1,"GPL",1,8,303,303,2
"alphavantager",0,"GPL",1,16,304,304,2
"doubcens",1,"GPL",1,0,301,301,1
"pcdpca",0,"GPL",1,2,303,303,3
"ShinyImage",0,"MIT",0,6,NA,304.2,3
"AlphaVantageClient",0,"MIT",1,7,302,302,1
"BinarybalancedCut",0,"GPL",0,3,NA,304.2,1
"afpt",1,"GPL",0,5,300,300,2
"cr17",0,"GPL",1,10,303,303,2
"DelayedEffect.Design",0,"GPL",0,2,NA,304.2,3
"EcoIndR",1,"GPL",0,7,301,301,1
"Inflation",0,"BSD",1,2,303,303,4
"jaod",0,"MIT",1,5,NA,304.2,1
"rDotNet",0,"Apache",0,2,NA,304.2,1
"ari",0,"MIT",1,12,301,301,2
"cdparcoord",1,"GPL",0,7,302,302,1
"npphen",1,"GPL",1,12,303,303,3
"wktmo",1,"GPL",1,0,304,304,1
"cenGAM",0,"GPL",0,2,302,302,1
"deltar",1,"GPL",1,1,215,215,2
"seedCCA",1,"GPL",1,4,210,210,2
"ebmc",1,"GPL",0,7,NA,304.2,2
"FPV",0,"LGPL",0,2,NA,304.2,1
"LowWAFOMSobol",1,"BSD",1,6,NA,304.2,4
"mcompanion",0,"GPL",0,6,NA,304.2,1
"MTE",1,"GPL",1,3,301,301,1
"nomogramEx",1,"GPL",0,2,303,303,2
"PeriodicTable",0,"GPL",1,0,303,303,1
"sensitivitymult",1,"GPL",0,1,NA,304.1,1
"caffsim",0,"GPL",1,3,303,303,1
"ccmm",1,"GPL",0,1,NA,304.2,1
"dmutate",0,"GPL",1,2,NA,303.3,1
"PSIMEX",1,"GPL",0,4,NA,304.2,1
"SpatialEpiApp",0,"GPL",1,17,NA,303.3,1
"LowWAFOMNX",1,"BSD",1,6,NA,304.2,4
"prcr",0,"MIT",1,6,NA,303.3,4
"accSDA",1,"GPL",1,7,302,302,4
"Ecohydmod",1,"GPL",1,2,NA,304.2,1
"mExplorer",1,"GPL",1,5,300,300,1
"multdyn",1,"GPL",1,7,302,302,4
"noncomplyR",1,"GPL",1,3,NA,304.2,1
"Strategy",1,"GPL",1,8,302,302,1
"ActiveDriver",1,"GPL",1,3,300,300,1
"genepop",1,"CeCILL-2",1,4,NA,304.1,3
"kntnr",0,"MIT",1,12,NA,303.3,1
"macc",1,"GPL",0,5,NA,303.3,2
"ConfigParser",1,"GPL",1,3,300,300,1
"esreg",0,"GPL",1,6,NA,304.2,2
"R2DGC",1,"MIT",1,3,300,300,1
"simpleCache",0,"GPL",1,3,NA,304.2,2
"SLICER",0,"ACM",1,8,210,210,1
"STARTdesign",1,"GPL",0,2,NA,304.2,1
"Wrapped",1,"GPL",0,21,300,300,2
"InfoTrad",1,"GPL",0,0,NA,303.3,1
"ircor",1,"MIT",1,1,302,302,2
"GRCdata",1,"GPL",0,2,NA,304.2,2
"happybiRthday",0,"MIT",1,6,303,303,1
"ccRemover",1,"GPL",1,4,210,210,2
"sasMap",1,"MIT",1,5,302,302,6
"CompDist",1,"GPL",0,6,303,303,1
"forwards",0,"CC0",1,8,210,210,2
"gamCopula",0,"GPL",1,14,300,300,2
"AssayCorrector",1,"GPL",1,3,303,303,3
"atlantistools",0,"GPL",1,20,302,302,1
"IceCast",1,"GPL",1,12,210,210,3
"ggquiver",0,"GPL",1,5,302,302,1
"GrpString",0,"GPL",1,4,300,300,2
"LBSPR",0,"GPL",1,12,302,302,1
"PeakSegDP",0,"GPL",0,3,210,210,2
"samon",1,"GPL",0,0,210,210,2
"SorptionAnalysis",0,"GPL",1,0,NA,304.2,1
"CIplot",1,"GPL",1,5,NA,304.2,1
"ConfoundedMeta",1,"GPL",1,3,NA,304.1,2
"fastJT",1,"GPL",0,3,NA,303.3,4
"lmmen",1,"GPL",1,8,303,303,1
"tsiR",0,"GPL",1,4,301,301,2
"rdpla",0,"MIT",1,11,NA,303.2,1
"dataMeta",0,"GPL",1,3,303,303,2
"IAbin",1,"GPL",1,5,NA,304.2,1
"rasterList",0,"GPL",1,6,300,300,3
"rcv",0,"MIT",1,10,303,303,3
"valaddin",0,"MIT",1,7,301,301,1
"vanddraabe",1,"MIT",1,10,303,303,1
"vocaldia",0,"GPL",1,3,300,300,1
"GEint",0,"GPL",1,9,NA,303.2,2
"IPMRF",1,"GPL",0,4,NA,304.1,2
"poker",0,"GPL",1,0,NA,304.2,1
"PsyControl",1,"GPL",1,4,303,303,2
"kangar00",1,"GPL",1,11,301,301,7
"OHPL",1,"GPL",1,3,300,300,2
"blink",0,"GPL",1,6,302,302,1
"default",1,"MIT",1,1,NA,304.2,1
"multiCA",1,"GPL",1,2,210,210,1
"permGS",0,"GPL",1,5,NA,303.3,3
"statesRcontiguous",0,"MIT",1,8,301,301,1
"restfulr",0,"Artistic-2.0",0,9,NA,304,1
"ggversa",0,"GPL",1,0,NA,304.2,1
"italy",0,"CC0",1,0,303,303,1
"equaltestMI",0,"GPL",1,7,301,301,3
"GFA",1,"MIT",0,0,NA,303.2,7
"metaBMA",0,"GPL",1,7,300,300,3
"RcppXPtrUtils",0,"MIT",1,3,300,300,1
"soilcarbon",1,"GPL",1,6,303,303,1
"SpatialAcc",0,"GPL",0,1,303,303,1
"banR",0,"GPL",1,12,210,210,2
"cranlike",1,"GPL",1,11,NA,304.1,1
"echogram",0,"GPL",0,2,300,300,1
"EMAtools",0,"MIT",1,1,NA,304.1,1
"ggsignif",0,"GPL",1,4,NA,304,1
"lmmpar",0,"MIT",1,7,302,302,2
"multistate",0,"GPL",0,4,210,210,2
"rddensity",0,"GPL",1,0,301,301,3
"svenssonm",0,"GPL",1,0,NA,304.2,1
"ambhasGW",0,"GPL",1,4,302,302,5
"GreedyEPL",1,"GPL",0,3,NA,304.2,1
"IrishDirectorates",0,"GPL",0,0,NA,303.3,1
"MixtureRegLTIC",0,"GPL",0,4,303,303,4
"rtimicropem",1,"GPL",1,18,303,303,9
"subgroup.discovery",0,"GPL",1,1,210,210,2
"tbl2xts",0,"GPL",1,7,302,302,1
"ThermIndex",0,"GPL",1,0,NA,304.2,1
"dejaVu",0,"GPL",1,4,301,301,4
"DoEstRare",0,"GPL",0,0,215,215,1
"fasjem",1,"GPL",0,0,300,300,2
"glmnetUtils",1,"GPL",1,11,NA,303.3,2
"kpmt",0,"MIT",1,4,210,210,1
"structree",1,"GPL",1,4,NA,303.3,1
"nonlinearICP",0,"GPL",1,6,301,301,2
"fChange",0,"MIT",1,7,210,210,3
"rclipboard",0,"MIT",0,1,303,303,1
"RkMetrics",1,"GPL",1,0,304,304,1
"CDVineCopulaConditional",0,"GPL",1,5,210,210,1
"mmtsne",0,"FreeBSD",1,0,NA,304.2,1
"lsplsGlm",1,"GPL",0,2,300,300,3
"mosaicCalc",0,"GPL",1,8,300,300,3
"optiSolve",0,"GPL",1,12,303,303,1
"iRF",1,"GPL",0,12,301,301,1
"maxTPR",0,"GPL",0,2,NA,304.2,1
"unrepx",1,"GPL",0,1,NA,304.2,1
"bayeslongitudinal",0,"GPL",1,3,301,301,2
"concaveman",1,"GPL",1,8,210,210,4
"ggseqlogo",0,"LGPL",1,3,NA,304.1,1
"MRTSampleSize",0,"GPL",1,0,215,215,4
"PowerNormal",1,"GPL",0,1,NA,304.1,2
"seqICP",1,"GPL",1,3,302,302,1
"sidrar",0,"GPL",1,8,302,302,1
"GGEBiplots",0,"GPL",1,9,303,303,3
"pcensmix",1,"GPL",1,2,303,303,2
"c2c",0,"GPL",1,4,301,301,1
"geoGAM",0,"GPL",0,4,214,214,2
"dsmodels",1,"GPL",1,3,301,301,2
"prisonbrief",0,"MIT",1,14,300,300,2
"vcov",0,"GPL",0,0,304,304,1
"spNNGP",0,"GPL",0,3,210,210,4
"DCA",1,"GPL",0,8,NA,304,1
"BayesianGLasso",0,"GPL",1,2,300,300,2
"FastSF",0,"GPL",0,4,300,300,4
"harmonicmeanp",1,"Unlimited",0,1,NA,304.2,1
"ivregEX",1,"GPL",0,4,NA,304.2,1
"liquidSVM",1,"AGPL",1,8,212,212,2
"OBRE",0,"GPL",1,1,211,211,7
"scifigure",0,"MIT",1,3,303,303,1
"diffpriv",0,"MIT",1,7,304,304,2
"social",1,"GPL",1,4,NA,304.2,1
"brlrmr",0,"GPL",1,6,210,210,3
"Census2016",0,"CC BY",1,9,210,210,3
"cnbdistr",1,"GPL",1,6,302,302,1
"ercv",1,"GPL",0,2,215,215,2
"flexsurvcure",0,"GPL",1,6,NA,304.1,1
"fragilityindex",0,"AGPL",1,1,NA,303.2,1
"LCox",0,"GPL",1,2,304,304,5
"sergeant",0,"MIT",1,15,301,301,2
"gh",1,"MIT",1,6,NA,304.2,3
"llogistic",1,"GPL",1,1,303,303,2
"senstrat",1,"GPL",0,4,NA,304.2,1
"centiserve",1,"GPL",0,4,NA,304.2,1
"docker",0,"MIT",1,4,301,301,1
"DrImpute",1,"GPL",1,8,301,301,1
"randomForestExplainer",0,"GPL",1,12,300,300,2
"spongecake",0,"GPL",1,4,300,300,1
"tetraclasse",0,"GPL",1,8,NA,304.2,1
"TSF",0,"GPL",0,3,NA,304.2,2
"credsubs",1,"GPL",1,2,NA,304.2,2
"geotoolsR",1,"GPL",1,4,NA,304.2,2
"interfr",0,"GPL",1,3,304,304,1
"noaastormevents",0,"GPL",1,22,210,210,2
"facebook.S4",1,"MIT",1,6,300,300,1
"interim",0,"GPL",1,0,303,303,2
"integIRTy",1,"Apache",0,7,NA,304.2,2
"NameNeedle",1,"Apache",0,2,300,300,1
"roots",1,"GPL",1,5,300,300,1
"AutoDeskR",0,"Apache",1,6,210,210,1
"dGAselID",1,"MIT",1,8,303,303,1
"FUNLDA",1,"GPL",1,3,NA,304.2,1
"netcom",1,"GPL",1,7,301,301,2
"oompaData",1,"Apache",0,0,300,300,1
"PoloniexR",0,"MIT",1,8,303,303,1
"SFS",0,"GPL",1,4,NA,304.1,3
"decomposedPSF",0,"GPL",1,6,NA,304.2,1
"fcm",0,"GPL",1,4,NA,304.1,3
"lpdensity",0,"GPL",1,1,301,301,3
"mthapower",0,"GPL",1,2,NA,304.2,1
"postlightmercury",1,"MIT",1,4,NA,304.1,1
"fcuk",0,"GPL",1,7,NA,304.2,1
"ggplotgui",1,"GPL",1,8,303,303,1
"l1kdeconv",1,"GPL",1,1,302,302,2
"mixlink",0,"GPL",1,5,NA,303.3,1
"waccR",0,"MIT",1,9,301,301,1
"BNPMediation",0,"MIT",1,4,303,303,2
"SobolSequence",1,"BSD",1,5,NA,304.2,5
"textile",0,"GPL",0,0,210,210,1
"Autoplotprotein",1,"GPL",0,5,NA,304.2,1
"correlbinom",0,"GPL",1,2,302,302,2
"ggChernoff",0,"MIT",1,3,302,302,1
"mandelbrot",0,"MIT",1,3,NA,304.2,2
"Robocoap",0,"GPL",0,5,210,210,1
"assocInd",1,"GPL",0,1,210,210,1
"awspack",0,"GPL",0,8,NA,304.2,1
"catSurv",1,"GPL",1,11,304,304,2
"coxphSGD",0,"GPL",1,1,303,303,2
"midas",1,"GPL",1,2,NA,304.2,1
"numGen",0,"GPL",1,0,NA,304.1,1
"SuperGauss",1,"GPL",1,11,300,300,2
"aws.cloudtrail",0,"GPL",1,7,NA,304.2,1
"aws.sns",0,"GPL",1,5,NA,303.3,1
"aws.sqs",0,"GPL",1,5,NA,303.3,1
"cepR",0,"MIT",1,5,300,300,1
"SSM",1,"GPL",1,3,NA,304.2,1
"wql",0,"GPL",1,9,300,300,3
"aurelius",0,"Apache",1,18,302,302,3
"ecolottery",1,"GPL",1,14,300,300,7
"mnis",0,"MIT",1,6,NA,303.3,1
"autoBagging",0,"GPL",1,15,210,210,4
"aws.lambda",0,"GPL",1,8,NA,304.2,1
"geoSpectral",0,"GPL",1,13,210,210,1
"hurdlr",0,"GPL",1,0,303,303,2
"kgschart",1,"MIT",1,16,210,210,1
"quickregression",0,"GPL",1,1,304,304,1
"rsoi",0,"GPL",1,6,303,303,1
"aws.iam",0,"GPL",1,5,NA,304.2,1
"fence",1,"BSD",1,11,210,210,4
"hbdct",1,"GPL",0,0,300,300,3
"MicroMacroMultilevel",0,"GPL",1,0,301,301,3
"SkyWatchr",0,"GPL",0,4,214,214,2
"BiBitR",0,"GPL",1,4,NA,303.3,1
"hhh4contacts",0,"GPL",1,11,302,302,2
"scpm",1,"GPL",0,13,210,210,1
"StratifiedRF",0,"GPL",1,2,NA,304.1,1
"BradleyTerryScalable",0,"GPL",1,13,210,210,2
"gsloid",0,"MIT",1,3,303,303,4
"kazaam",0,"BSD",1,3,300,300,5
"My.stepwise",0,"GPL",1,4,303,303,1
"pinnacle.data",0,"GPL",1,5,210,210,2
"assertable",0,"GPL",1,4,301,301,1
"ExpRep",1,"Unlimited",0,0,NA,304.1,1
"ForecastFramework",0,"GPL",1,13,NA,304.1,1
"goldi",1,"MIT",1,14,215,215,3
"ppcc",1,"GPL",1,2,300,300,1
"SFtools",0,"GPL",1,5,NA,304.1,1
"sparsio",1,"GPL",1,5,301,301,2
"FSTpackage",0,"GPL",0,5,210,210,1
"gmediation",0,"GPL",1,6,NA,304.1,2
"NCSampling",1,"GPL",0,3,NA,304.1,1
"Opportunistic",1,"GPL",0,2,NA,304.1,2
"otrimle",0,"GPL",0,5,NA,303.2,2
"BayesTwin",1,"GPL",1,4,304,304,1
"CRANsearcher",1,"MIT",1,9,303,303,2
"intRvals",1,"GPL",1,2,NA,304.1,1
"plater",1,"GPL",1,5,301,301,1
"pltesim",0,"GPL",1,3,NA,303.3,2
"rattle.data",1,"GPL",0,1,210,210,1
"twfy",0,"GPL",1,4,300,300,1
"net.security",0,"GPL",1,9,303,303,2
"tidygenomics",0,"GPL",1,10,NA,304.1,3
"DZEXPM",1,"GPL",0,0,NA,304.1,2
"MultiSkew",1,"GPL",0,0,NA,304.1,2
"BCgee",0,"GPL",0,1,NA,304.1,2
"corset",0,"GPL",0,4,210,210,1
"JumpTest",0,"MIT",1,8,304,304,5
"m2r",1,"GPL",1,8,NA,304.1,3
"mljar",0,"MIT",1,5,301,301,1
"nlsrk",1,"GPL",0,0,300,300,1
"SCAT",0,"GPL",0,2,NA,304.1,2
"MOQA",1,"AGPL",0,4,NA,304.1,3
"rMouse",0,"CC0",1,4,304,304,1
"rrcov3way",0,"GPL",0,3,NA,304.1,2
"swapClass",1,"GPL",0,3,301,301,3
"ftDK",1,"MIT",1,5,210,210,1
"anchoredDistr",1,"GPL",1,13,301,301,1
"mssqlR",1,"GPL",1,2,304,304,1
"POMaSPU",1,"GPL",1,6,210,210,1
"rematch2",1,"MIT",1,3,NA,304.1,1
"RLeafAngle",1,"GPL",1,1,NA,304.1,1
"taxizedb",0,"MIT",1,10,NA,304.1,1
"ukbabynames",0,"CC0",1,0,210,210,1
"clinPK",0,"MIT",1,2,NA,304.1,1
"namedCapture",0,"GPL",0,1,214,214,1
"PeakError",0,"GPL",0,2,NA,304.1,1
"sfadv",1,"GPL",0,2,210,210,3
"forecastSNSTS",1,"GPL",1,3,302,302,3
"processmonitR",0,"MIT",1,9,300,300,1
"ECFsup",0,"GPL",1,4,NA,304.1,3
"secret",1,"MIT",1,11,NA,304.1,2
"CityWaterBalance",0,"CC0",1,15,300,300,1
"phenopix",1,"GPL",0,14,215,215,7
"baseballDBR",0,"MIT",1,9,303,303,1
"dataverse",0,"GPL",1,9,NA,304.1,2
"GeoRange",0,"GPL",1,8,NA,304.1,1
"mccr",0,"MIT",1,1,NA,304.1,1
"pleiades",0,"MIT",1,9,NA,303.3,1
