pkg_name,testthat_dir_present,testthat_R_files_lines_cnt,demo_dir_present,demo_R_files_lines_cnt,data_dir_present,data_size_total,data_size_rda,data_size_rdata,data_size_txt,data_size_gz,data_size_csv,data_cnt_total,data_cnt_rda,data_cnt_rdata,data_cnt_txt,data_cnt_gz,data_cnt_csv,src_dir_present,src_files_size_total,src_files_size_h,src_files_size_cpp,src_files_size_c,src_files_cnt_total,src_files_cnt_h,src_files_cnt_cpp,src_files_cnt_c
reghelper,1,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sylly,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makedummies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woeBinning,0,0,0,0,1,14499,0,14499,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CBCgrps,0,0,0,0,1,32573,32573,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSeqpat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aws.ec2metadata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
errors,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPoM,1,498,0,0,1,962518,962518,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
projmanr,1,87,0,0,1,598,598,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
regplot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbplyr,1,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
netCoin,0,0,0,0,1,1161,0,1161,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
oddsratio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shinyjqui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simglm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textTinyR,1,3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280284,174103,105792,0,16,11,3,0
anMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7963,0,7214,652,5,0,2,1
safer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mapsapi,0,0,0,0,1,17772,0,17772,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
nmaINLA,1,57,0,0,1,8921,8921,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
officer,1,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49991,2212,45291,2488,17,5,11,1
textclean,1,3,0,0,1,529,529,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WordR,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggiraphExtra,1,4,0,0,1,1926,1926,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MSbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
survutils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAMBI,0,0,0,0,1,7351,7351,0,0,0,0,2,2,0,0,0,0,1,101246,4010,96962,0,11,2,7,0
ggpval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wdman,1,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALCONY,0,0,0,0,1,73230,0,73230,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ggstance,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lumberjack,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seurat,1,508,0,0,1,188788,188788,0,0,0,0,2,2,0,0,0,0,1,22729,2161,20471,0,4,1,2,0
spind,0,0,0,0,1,27741,27741,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
spm,0,0,0,0,1,2583340,2583281,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
vagalumeR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blastula,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncar,0,0,0,0,1,1683,1683,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NonCompart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rwalkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
binman,1,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNLTreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNLTtsa,0,0,0,0,1,57540,57540,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
future.batchtools,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qqplotr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmpw,0,0,0,0,1,16146,16146,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SmoothWin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATkit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CodeDepends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dgo,1,53,0,0,1,675551,675551,0,0,0,0,2,2,0,0,0,0,1,2450,0,2026,424,3,0,2,1
easyDes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glue,1,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5730,0,0,5730,3,0,0,3
pinp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmda,0,0,0,0,1,15990,15990,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RTransProb,0,0,0,0,1,20034,0,20034,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
scatterpie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BayesianTools,1,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979,0,1979,0,2,0,2,0
beyondWhittle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13464,0,13464,0,3,0,3,0
DendroSync,0,0,0,0,1,44177,0,0,0,0,44177,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GCalignR,1,85,0,0,1,478753,0,478753,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
keyring,1,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35681,0,0,35680,5,0,0,3
ordinalForest,0,0,0,0,1,3766,3766,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spacyr,1,174,0,0,1,4089,4089,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
WRTDStidal,0,0,0,0,1,535494,0,535494,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
benchr,1,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4209,259,3918,0,7,1,4,0
GreedyExperimentalDesign,0,0,0,0,1,6644,0,6644,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MODIStsp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rlinsolve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51076,0,50794,0,11,0,9,0
SpaDES.tools,1,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7752,0,6821,931,5,0,4,1
FRK,1,633,0,0,1,2503300,2503254,0,0,0,0,5,4,0,0,0,0,1,157794,36202,1107,120446,25,6,2,16
htree,0,0,0,0,1,28490,28490,0,0,0,0,2,2,0,0,0,0,1,178083,82433,0,95650,5,2,0,3
incadata,1,103,0,0,1,106047,106047,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rlda,0,0,0,0,1,27142,27142,0,0,0,0,3,3,0,0,0,0,1,87309,0,86973,229,8,0,6,1
gemlog,0,0,0,0,1,3438,0,3438,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAGNAMWAR,0,0,0,0,1,24380,24380,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
qGaussian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4290,0,4290,0,2,0,2,0
desctable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polyPK,0,0,0,0,1,38234,38234,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
bayesDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3450,0,2661,592,5,0,2,1
cetcolor,0,0,0,0,1,119784,119784,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crul,1,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MetaSubtract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdfsearch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qicharts2,1,180,0,0,1,19322,19322,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
rhoR,1,5,0,0,1,658,247,0,0,0,411,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0
spelling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phylopath,0,0,0,0,1,7783,7783,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ggforce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10914,993,9921,0,5,1,4,0
ggraph,0,0,0,0,1,10216,10216,0,0,0,0,3,3,0,0,0,0,1,37461,2021,34284,1156,8,1,6,1
AcousticNDLCodeR,0,0,0,0,1,354636,354636,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CytobankAPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
docxtools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggfittext,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmixture,0,0,0,0,1,811,0,811,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
permDep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29691,0,0,29691,3,0,0,3
satscanMapper,0,0,0,0,1,1079019,1078927,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
GADMTools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kernelboot,1,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10292,781,8922,589,7,2,4,1
visdat,1,130,0,0,1,113637,113637,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DatabionicSwarm,0,0,0,0,1,10562,10562,0,0,0,0,1,1,0,0,0,0,1,44628,11531,32950,0,13,4,7,0
GeneralizedUmatrix,0,0,0,0,1,10569,10569,0,0,0,0,1,1,0,0,0,0,1,10015,0,9055,813,7,0,4,1
ggedit,0,0,0,0,1,41520,41520,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
glmmTMB,1,869,0,0,1,9613,9613,0,0,0,0,3,3,0,0,0,0,1,23656,0,23656,0,1,0,1,0
processmapR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spup,0,0,0,0,1,177689,0,177689,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
disco,0,0,0,0,1,1195166,1195156,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
drtmle,1,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neatmaps,0,0,0,0,1,3158,3158,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
simule,0,0,0,0,1,306414,306414,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bupaR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GenomicMating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6100,0,5774,229,5,0,2,1
ImputeRobust,0,0,0,0,1,11592,11592,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
biolink,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crplyr,1,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28415,1058,0,27357,5,2,0,3
learnr,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfe,1,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multicmp,0,0,0,0,1,183,0,183,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pool,1,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCORPIUS,1,470,0,0,1,2550936,2550928,0,0,0,0,2,1,0,0,0,0,1,1586,0,1586,0,2,0,2,0
support.BWS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxlist,0,0,0,0,1,116137,116137,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vegtable,0,0,0,0,1,242706,242706,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cld3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2365728,377499,4380,0,69,35,2,0
dynOmics,0,0,0,0,1,17370,0,17347,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prioritizr,1,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raptr,1,1757,0,0,1,2924861,2924824,0,0,0,0,6,5,0,0,0,0,1,106192,11510,94682,0,18,2,16,0
ropercenter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SimMultiCorrData,0,0,0,0,1,2327,2327,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
colordistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CytobankAPIstats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15146,0,15146,0,9,0,9,0
GBJ,1,336,0,0,1,4322,4322,0,0,0,0,2,2,0,0,0,0,1,21992,0,21960,0,4,0,2,0
ClusterBootstrap,0,0,0,0,1,719,719,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fetchR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpmesh,1,163,0,0,1,1786,1786,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
padr,1,453,0,0,1,1262983,1262966,0,0,0,0,3,2,0,0,0,0,1,2185,0,2185,0,3,0,3,0
treeDA,0,0,0,0,1,41067,0,41067,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unpivotr,1,667,0,0,1,1551,1551,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
catcont,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cellWise,0,0,0,0,1,372259,0,372259,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
multinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348642,138579,209946,0,71,21,47,0
phylogram,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10039,0,9961,0,4,0,3,0
coreCT,0,0,0,0,1,326122,0,326122,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mosaicCore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patternplot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4928,0,4656,0,4,0,2,0
RIA,0,0,0,0,1,9908,9908,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
splot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hexSticker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KnowBR,0,0,0,0,1,1075672,0,1075656,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
subscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUCSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fastDummies,0,0,0,0,1,496252,496252,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
googleLanguageR,1,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlrMBO,1,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42949,8915,0,34034,7,3,0,4
tidyxl,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212171,149367,62772,0,33,16,15,0
momentuHMM,1,706,0,0,1,589060,0,589060,0,0,0,1,0,1,0,0,0,1,25728,5334,18482,1762,6,1,3,1
womblR,0,0,0,0,1,2143,0,2143,0,0,0,5,0,5,0,0,0,1,101313,8446,91620,0,21,3,16,0
chinese.misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cstab,0,0,0,0,1,7877,0,7877,0,0,0,1,0,1,0,0,0,1,9426,0,9426,0,4,0,4,0
ggimage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prodest,0,0,0,0,1,62887,62887,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rdiversity,1,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,355473,0,0,11450,13,0,0,2
uptasticsearch,1,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahnr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asciiSetupReader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bayeslm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75494,0,75393,0,9,0,8,0
CircularDDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16700,0,15686,981,4,0,2,1
MetaComp,1,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fuser,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8603,0,8431,0,4,0,2,0
walrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AdhereR,0,0,0,0,1,7554,7554,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bsamGP,0,0,0,0,1,193448,0,193448,0,0,0,5,0,5,0,0,0,1,440100,0,0,6932,28,0,0,2
loder,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313358,82254,0,231104,3,1,0,2
MultisiteMediation,0,0,0,0,1,6563,0,0,0,6563,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
prophet,1,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1488,0,0,0,3,0,0,0
jpndistrict,1,29,0,0,1,1974,1974,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lingtypology,0,0,0,0,1,249666,0,249666,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
tuckerR.mmgg,1,27,0,0,1,2018,2018,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROpenDota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beginr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diceR,1,382,0,0,1,628100,628100,0,0,0,0,1,1,0,0,0,0,1,2016,0,2016,0,3,0,3,0
jwutil,1,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3851,0,3851,0,3,0,3,0
leaflet.minicharts,0,0,0,0,1,334604,334604,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
manipulateWidget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ompr,1,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6455,0,5766,689,4,0,3,1
ompr.roi,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rclimateca,0,0,0,0,1,247252,247252,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
StatCharrms,0,0,0,0,1,4232,4232,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
teachingApps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19336,0,19336,0,6,0,6,0
odbc,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262292,95321,166608,0,12,5,5,0
bivrp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
briskaR,0,0,0,0,1,1878244,1878109,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ConR,0,0,0,0,1,2384280,0,2384223,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
fst,1,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,825886,231608,214370,379232,44,21,12,10
LAM,0,0,0,0,1,1645,1645,0,0,0,0,1,1,0,0,0,0,1,16738,0,14999,1311,5,0,2,1
mixR,0,0,0,0,1,1402,0,1402,0,0,0,2,0,2,0,0,0,1,79556,0,73180,6376,3,0,2,1
RegularizedSCA,0,0,0,0,1,2015,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
textshape,1,6,0,0,1,62045,62045,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
tigreBrowserWriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wikilake,0,0,0,0,1,8303,8303,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAtest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alterryx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
networktools,0,0,0,0,1,8599,8599,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
powerCompRisk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcomp,1,78,0,0,1,313505,313505,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pkr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qrcmNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rwc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangram,1,385,0,0,1,11514,11514,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
excerptr,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LocalControl,0,0,0,0,1,54085,54085,0,0,0,0,3,3,0,0,0,0,1,74738,45540,28356,782,11,6,3,1
shinymaterial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSTR,0,0,0,0,1,174125,174125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sitreeE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
welchADF,0,0,0,0,1,3573,0,3573,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
metaforest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redux,1,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19334,1374,0,17582,9,3,0,4
graphkernels,0,0,0,0,1,31588,0,31588,0,0,0,1,0,1,0,0,0,1,17751,0,16877,558,5,0,2,1
purrrlyr,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36190,5534,21266,9154,16,6,5,3
ramcmc,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3113,0,3017,0,4,0,2,0
RatingScaleReduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RchivalTag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdwd,1,157,0,0,1,733072,733072,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
StructFDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DClusterm,0,0,0,0,1,480188,0,480188,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
joineRML,0,0,0,0,1,980999,980999,0,0,0,0,4,4,0,0,0,0,1,17393,0,17296,0,8,0,6,0
