pkg_name,pkg_vig_any,pkg_vig_name,words_cnt
quotedargs,0,NA,NA
blob,0,NA,NA
interp,0,NA,NA
orthoDr,0,NA,NA
windfarmGA,0,NA,NA
DMRnet,0,NA,NA
sfdct,1,vignettes/sfdct.html,345
DPWeibull,0,NA,NA
GPGame,0,NA,NA
SetTest,0,NA,NA
AdapSamp,0,NA,NA
horserule,0,NA,NA
incR,1,vignettes/incR_pipeline.html,952
RNRCS,0,NA,NA
descriptr,1,vignettes/descriptive-stats.html,330
descriptr,1,vignettes/distributions.html,508
eventdataR,1,vignettes/eventdataR.html,25
rarhsmm,0,NA,NA
gamRR,0,NA,NA
metScanR,0,NA,NA
RNAsmc,0,NA,NA
g2f,0,NA,NA
QuantTools,0,NA,NA
Rgb,1,vignettes/Howto.pdf,7308
datetime,0,NA,NA
splithalf,1,vignettes/DPsplithalf-vignette.html,1812
survidm,0,NA,NA
wpp2017,0,NA,NA
EthSEQ,1,vignettes/EthSEQ.html,878
metaviz,1,vignettes/metaviz.html,1359
MonteCarlo,1,vignettes/MonteCarlo-Vignette.html,2889
rdlocrand,0,NA,NA
adaptiveGPCA,1,vignettes/adaptive_gpca_vignette.html,1259
gfmR,1,vignettes/gfmr.html,356
patentsview,1,vignettes/examples.html,605
patentsview,1,vignettes/getting-started.html,2200
patentsview,1,vignettes/writing-queries.html,608
assignPOP,0,NA,NA
bindr,0,NA,NA
pacotest,0,NA,NA
xtractomatic,1,vignettes/Usingxtractomatic.html,4425
aniDom,0,NA,NA
gfer,1,vignettes/gfer.html,75
widyr,1,vignettes/intro.html,318
widyr,1,vignettes/united_nations.html,388
datetimeutils,1,vignettes/datetimeutils_examples.pdf,127
Rcriticor,0,NA,NA
rmonad,1,vignettes/cheatsheet.html,179
rmonad,1,vignettes/gff-processing.html,2776
rmonad,1,vignettes/introduction.html,1898
rmonad,1,vignettes/nozzle.html,158
rmonad,1,vignettes/theory_monad.html,716
sim1000G,1,vignettes/ExtractingRegionsForSimulation.html,366
sim1000G,1,vignettes/SimulatingFamilyData.html,636
cronR,1,vignettes/cronR.html,416
EpiILM,0,NA,NA
wgeesel,0,NA,NA
lime,1,vignettes/Understanding_lime.html,1375
anomalyDetection,1,vignettes/Introduction.html,2803
ACMEeqtl,1,vignettes/ACMEeqtl.html,374
KraljicMatrix,1,vignettes/kraljic.html,1623
origami,1,vignettes/generalizedCV.html,1690
robets,0,NA,NA
slickR,0,NA,NA
adeba,0,NA,NA
hansard,1,vignettes/introduction.html,1024
RcmdrPlugin.aRnova,1,vignettes/arnova.html,818
tmcn,0,NA,NA
OpenML,1,vignettes/OpenML.html,1830
OpenML,1,vignettes/openml-cheatsheet.pdf,322
rpostgisLT,1,vignettes/data-model.html,740
rpostgisLT,1,vignettes/explorePgtraj.html,226
rpostgisLT,1,vignettes/use-cases.html,1483
ashr,1,vignettes/adaptive_shrinkage.html,520
DoE.MIParray,0,NA,NA
fauxpas,1,vignettes/fauxpas-vignette.html,415
GetITRData,1,vignettes/gitrd-vignette-introduction.html,895
ldhmm,1,vignettes/ldhmm-spx.pdf,5515
idmTPreg,0,NA,NA
projector,0,NA,NA
worldmet,0,NA,NA
zenplots,1,vignettes/intro.html,3713
zenplots,1,vignettes/selected_features.html,1139
fuzzywuzzyR,1,vignettes/functionality_of_fuzzywuzzyR_package.html,953
photobiologyLamps,1,vignettes/user-guide.html,642
rospca,0,NA,NA
nzpullover,0,NA,NA
Rcssplot,1,vignettes/Rcssplot.pdf,3529
rpgm,0,NA,NA
stoRy,1,vignettes/vignette.pdf,853
bea.R,0,NA,NA
CPBayes,1,vignettes/cpbayes.html,2569
multfisher,0,NA,NA
BEACH,0,NA,NA
lassopv,0,NA,NA
suncalc,0,NA,NA
VeryLargeIntegers,0,NA,NA
CircMLE,0,NA,NA
sNPLS,0,NA,NA
confSAM,1,vignettes/confSAM.pdf,1488
ratios,0,NA,NA
ggmuller,1,vignettes/ggmuller.html,1001
PakPC2017,1,vignettes/PakPC2017-Intro.pdf,1240
Brundle,0,NA,NA
clust.bin.pair,0,NA,NA
ratesci,0,NA,NA
EMMIXcskew,0,NA,NA
inferr,1,vignettes/intro.html,1382
mopa,0,NA,NA
Rilostat,0,NA,NA
revdbayes,1,vignettes/revdbayes-kgaps-vignette.html,475
revdbayes,1,vignettes/revdbayes-predictive-vignette.html,1504
revdbayes,1,vignettes/revdbayes-using-rcpp-vignette.html,1298
revdbayes,1,vignettes/revdbayes-vignette.html,3223
swCRTdesign,0,NA,NA
tatoo,1,vignettes/named_regions.html,302
tatoo,1,vignettes/tatoo.html,898
fivethirtyeight,1,vignettes/bechdel.html,1011
fivethirtyeight,1,vignettes/fivethirtyeight.html,157
fivethirtyeight,1,vignettes/user_contributed_vignettes.html,108
tidygraph,0,NA,NA
npcopTest,0,NA,NA
vote,0,NA,NA
adepro,1,vignettes/adepro.html,711
OutliersO3,1,vignettes/O3-alphas-vignette.html,635
OutliersO3,1,vignettes/O3-newMethod-vignette.html,313
OutliersO3,1,vignettes/O3-pcps-vignette.html,477
OutliersO3,1,vignettes/O3-vignette.html,834
PTXQC,1,vignettes/PTXQC-Basic_Guide_for_R_users.html,277
PTXQC,1,vignettes/PTXQC-CustomizeReport.html,586
PTXQC,1,vignettes/PTXQC-DragNDrop.html,19
PTXQC,1,vignettes/PTXQC-FAQ.html,391
PTXQC,1,vignettes/PTXQC-Input_And_Output_Data.html,145
PTXQC,1,vignettes/PTXQC-ListOfMetrics.html,3290
valuer,1,vignettes/Introduction.html,1992
MBC,0,NA,NA
multiApply,0,NA,NA
quantoptr,0,NA,NA
survivalsvm,0,NA,NA
aVirtualTwins,1,vignettes/full-example.html,1686
gk,0,NA,NA
pcev,1,vignettes/pcev.pdf,1224
ICSOutlier,0,NA,NA
pipeGS,0,NA,NA
SpaDES.addins,1,vignettes/i-rstudio-addins.html,135
cifti,1,vignettes/cifti_work.html,356
gifti,1,vignettes/Reading_GIFTI_Files.html,222
modmarg,1,vignettes/delta-method.html,1776
modmarg,1,vignettes/usage.html,672
opticut,0,NA,NA
denoiSeq,1,vignettes/denoiSeq-vignette.html,1255
nlsr,1,vignettes/FixedParameters.html,696
nlsr,1,vignettes/nlsr-derivs.html,3660
nlsr,1,vignettes/nlsr-devdoc.html,6386
OOR,0,NA,NA
BeSS,0,NA,NA
ggQC,1,vignettes/XbarR_HOTTO.html,490
ggQC,1,vignettes/XmR_HOWTO.html,525
RBMRB,0,NA,NA
robustBLME,0,NA,NA
spatstat.local,0,NA,NA
tibbletime,1,vignettes/TT-01-time-based-filtering.html,451
tibbletime,1,vignettes/TT-02-changing-time-periods.html,352
tibbletime,1,vignettes/TT-03-rollify-for-rolling-analysis.html,876
tibbletime,1,vignettes/TT-04-use-with-dplyr.html,450
atsd,1,vignettes/atsd_package.html,2988
ludic,0,NA,NA
phylotate,0,NA,NA
tRophicPosition,1,vignettes/Multiple_model_calculation_of_trophic_position_in_R.html,2133
tRophicPosition,1,vignettes/Multiple_species_calculation_of_trophic_position_in_R.html,1962
tRophicPosition,1,vignettes/Short_guide_to_tRophicPosition.html,1494
waver,0,NA,NA
clustRcompaR,1,vignettes/introduction-to-clustRcompaR.html,318
libsoc,1,vignettes/creating_an_so.html,124
libsoc,1,vignettes/so.html,260
zeallot,1,vignettes/unpacking-assignment.html,1432
ANOVAreplication,0,NA,NA
bigtcr,0,NA,NA
kokudosuuchi,0,NA,NA
languagelayeR,1,vignettes/Introduction.html,129
censusr,1,vignettes/censusr.html,430
diagis,1,vignettes/diagis.pdf,739
finch,0,NA,NA
gradDescent,0,NA,NA
heims,0,NA,NA
datapasta,1,vignettes/how-to-datapasta.html,1068
highlightHTML,1,vignettes/the_basics.html,916
TCIApathfinder,1,vignettes/introduction.html,234
TCIApathfinder,1,vignettes/radiomics.html,229
BibPlots,0,NA,NA
Xplortext,0,NA,NA
gLRTH,0,NA,NA
OmicsPLS,1,vignettes/OmicsPLS_vignette.pdf,760
pals,1,vignettes/bivariate_choropleths.html,474
pals,1,vignettes/illusion.html,249
pals,1,vignettes/pals_examples.html,1083
CreditRisk,0,NA,NA
LinkageMapView,1,vignettes/LinkageMapView.html,1133
nofrills,0,NA,NA
rMR,0,NA,NA
tropAlgebra,0,NA,NA
dat,1,vignettes/Introduction.html,489
dat,1,vignettes/performance.html,472
equSA,0,NA,NA
abjutils,0,NA,NA
lbreg,0,NA,NA
PSW,0,NA,NA
RNAseqNet,1,vignettes/RNAseqNet.pdf,123
rrpack,0,NA,NA
canprot,1,vignettes/basis_comparison.html,284
canprot,1,vignettes/colorectal.html,1993
canprot,1,vignettes/hyperosmotic.html,637
canprot,1,vignettes/hypoxia.html,948
canprot,1,vignettes/pancreatic.html,832
canprot,1,vignettes/potential_diagrams.html,163
dtree,0,NA,NA
SMMA,0,NA,NA
mau,1,vignettes/Running_MAUT.html,605
optimus,1,vignettes/optimus-workflow.html,1694
ROI.plugin.lpsolve,0,NA,NA
splashr,1,vignettes/intro_to_splashr.html,858
splashr,1,vignettes/splashr_helpers.html,533
splashr,1,vignettes/the_splashr_dsl.html,392
easySdcTable,1,vignettes/easySdcTableVignette.html,685
COMBAT,0,NA,NA
cordillera,0,NA,NA
photobiologyLEDs,1,vignettes/user-guide.html,756
Emcdf,0,NA,NA
preText,1,vignettes/getting_started_with_preText.html,1083
PRIMME,0,NA,NA
rSQM,1,vignettes/rSQM-workflow.html,768
tsdf,1,vignettes/my-vignette.html,865
brant,0,NA,NA
IATScore,0,NA,NA
influxdbr,0,NA,NA
MultiRNG,0,NA,NA
RandPro,0,NA,NA
rFSA,0,NA,NA
UnivRNG,0,NA,NA
elevatr,1,vignettes/introduction_to_elevatr.html,1305
Rbgs,0,NA,NA
RGBM,0,NA,NA
univOutl,0,NA,NA
constants,0,NA,NA
csv,0,NA,NA
dynsbm,0,NA,NA
sgee,0,NA,NA
grove,0,NA,NA
fmbasics,1,vignettes/basics.html,230
fmbasics,1,vignettes/rates.html,188
MatManlyMix,0,NA,NA
fastrtext,1,vignettes/list_commands.html,27
fastrtext,1,vignettes/supervised_learning.html,218
fastrtext,1,vignettes/unsupervised_learning.html,88
fmdates,1,vignettes/dates.html,367
ipft,0,NA,NA
SparseDC,1,vignettes/SparseDC.html,1272
tidystringdist,1,vignettes/Getting_started.html,377
tidystringdist,1,vignettes/tests_and_coverage.html,25
Biolinv,0,NA,NA
miRNAss,1,vignettes/miRNAss.pdf,570
naivebayes,0,NA,NA
sofa,1,vignettes/query_tutorial.html,1
sofa,1,vignettes/sofa_vignette.html,340
bhm,0,NA,NA
rxylib,0,NA,NA
widgetframe,1,vignettes/Using_widgetframe.html,263
widgetframe,1,vignettes/widgetframe_and_knitr.html,1273
msde,1,vignettes/msde-exmodels.html,407
msde,1,vignettes/msde-quicktut.html,2592
mudfold,0,NA,NA
AmesHousing,0,NA,NA
PKPDmisc,1,vignettes/multiplot.html,299
PKPDmisc,1,vignettes/noncompartmental-analysis.html,372
stringformattr,0,NA,NA
SyncRNG,0,NA,NA
zonator,1,vignettes/zonator-project.html,1493
zonator,1,vignettes/zonator-results.html,1558
cleanEHR,1,vignettes/cchic_overview.html,449
cleanEHR,1,vignettes/data_clean.html,1631
gofastr,0,NA,NA
BisRNA,0,NA,NA
clustEff,0,NA,NA
GMAC,0,NA,NA
elo,1,vignettes/elo.html,544
libcoin,1,vignettes/libcoin.pdf,14613
corpus,1,vignettes/chinese.html,562
corpus,1,vignettes/corpus.html,3550
corpus,1,vignettes/stemmer.html,749
corpus,1,vignettes/textdata.html,1001
inum,0,NA,NA
refset,1,vignettes/refset.html,1070
parsemsf,1,vignettes/introduction.html,405
Inventorymodel,0,NA,NA
plotrr,1,vignettes/plotrr-vignette.html,625
mazeGen,0,NA,NA
mdw,0,NA,NA
networkGen,0,NA,NA
striprtf,0,NA,NA
xesreadR,1,vignettes/xesreadr.html,24
EAinference,1,vignettes/EAlasso.html,777
harrietr,0,NA,NA
NestedCategBayesImpute,0,NA,NA
adapr,1,vignettes/ADAPRVignette.html,2113
goftte,0,NA,NA
passport,1,vignettes/passport.html,680
SASmarkdown,0,NA,NA
MUS,0,NA,NA
Dforest,0,NA,NA
phase1RMD,0,NA,NA
simEd,0,NA,NA
cctools,0,NA,NA
unitizer,1,vignettes/u0_unitizer_index.html,1
unitizer,1,vignettes/u1_intro.html,919
unitizer,1,vignettes/u2_tests.html,963
unitizer,1,vignettes/u3_interactive-env.html,1671
unitizer,1,vignettes/u4_reproducible-tests.html,1858
unitizer,1,vignettes/u5_miscellanous.html,819
CorporaCoCo,1,vignettes/faq.pdf,739
CorporaCoCo,1,vignettes/proof_of_concept.pdf,640
IDCard,0,NA,NA
MHTdiscrete,0,NA,NA
powdist,0,NA,NA
futility,1,vignettes/bayesianIncidenceRateModel.pdf,561
KMgene,0,NA,NA
LCF,0,NA,NA
ManifoldOptim,0,NA,NA
epicontacts,1,vignettes/epicontacts.html,827
epicontacts,1,vignettes/epicontacts_class.html,428
ICRanks,0,NA,NA
RcppHMM,0,NA,NA
RcppTN,0,NA,NA
AWR.Athena,0,NA,NA
wicket,1,vignettes/Introduction.html,574
easyAHP,0,NA,NA
xslt,0,NA,NA
gamreg,0,NA,NA
revgeo,0,NA,NA
spiderbar,0,NA,NA
sppmix,1,vignettes/tutorials_link.html,29
modest,1,vignettes/Conduct.html,614
modest,1,vignettes/Design.html,1139
ICCbin,0,NA,NA
dparser,0,NA,NA
StakeholderAnalysis,0,NA,NA
qboxplot,0,NA,NA
rsample,1,vignettes/Basics.html,359
rsample,1,vignettes/Working_with_rsets.html,1341
ThankYouStars,0,NA,NA
BatchMap,1,vignettes/BatchMap.html,1123
anocva,0,NA,NA
PdPDB,0,NA,NA
rGoodData,0,NA,NA
rLDCP,0,NA,NA
rODE,1,vignettes/Comparison.html,478
rODE,1,vignettes/ErrorEuler.html,442
rODE,1,vignettes/FallingParticle.html,375
rODE,1,vignettes/Kepler.html,276
rODE,1,vignettes/Muskat-MBal.html,1505
rODE,1,vignettes/Pendulum.html,396
rODE,1,vignettes/Planet.html,340
rODE,1,vignettes/Projectile.html,338
rODE,1,vignettes/Reaction.html,286
geojson,1,vignettes/geojson-operations.html,478
geojson,1,vignettes/geojson.html,267
epxToR,0,NA,NA
Diderot,0,NA,NA
RcppQuantuccia,0,NA,NA
ArCo,0,NA,NA
lplyr,1,vignettes/lplyr-vignette.html,258
Pstat,0,NA,NA
RJSplot,0,NA,NA
slowraker,1,vignettes/faqs.html,261
slowraker,1,vignettes/getting-started.html,1239
infraFDTD.assist,0,NA,NA
MBHdesign,1,vignettes/MBHdesign.pdf,1390
phylocanvas,1,vignettes/Advanced_Usage.html,214
phylocanvas,1,vignettes/Basic_Use.html,211
rsurfer,1,vignettes/main-vignette.html,1157
coppeCosenzaR,0,NA,NA
vfcp,0,NA,NA
countyfloods,1,vignettes/countyflood.html,2033
FinAna,0,NA,NA
kaphom,0,NA,NA
meanr,0,NA,NA
routr,0,NA,NA
GerminaR,1,vignettes/GerminaR.html,478
WWR,0,NA,NA
cbar,0,NA,NA
MOEADr,1,vignettes/Basic_Usage.html,875
MOEADr,1,vignettes/Comparison_Usage.html,1437
MOEADr,1,vignettes/Modification_Usage.html,547
MOEADr,1,vignettes/problem-definition.html,909
MOEADr,1,vignettes/writing-functions-for-moeadr.html,548
MoLE,0,NA,NA
nspmix,0,NA,NA
optimization,1,vignettes/vignette_master.pdf,6002
EfficientMaxEigenpair,1,vignettes/EfficientMaxEigenpair.pdf,1664
MHCtools,0,NA,NA
WaveLetLongMemory,0,NA,NA
zFactor,1,vignettes/Ann10.html,963
zFactor,1,vignettes/Beggs-Brill.html,865
zFactor,1,vignettes/Dranchuk-AbouKassem.html,1164
zFactor,1,vignettes/Dranchuk-Purvis-Robinson.html,1165
zFactor,1,vignettes/Hall-Yarborough.html,1207
zFactor,1,vignettes/Papp.html,967
zFactor,1,vignettes/Plot_StandingKatz_lp.html,622
zFactor,1,vignettes/Shell.html,982
zFactor,1,vignettes/StandingKatz_chart.html,841
zFactor,1,vignettes/correlation_selection.html,500
zFactor,1,vignettes/statistics.html,866
debugme,0,NA,NA
docuSignr,0,NA,NA
groupdata2,1,vignettes/automatic_groups_with_groupdata2.html,699
groupdata2,1,vignettes/cross-validation_with_groupdata2.html,2456
groupdata2,1,vignettes/description_of_groupdata2.html,3305
groupdata2,1,vignettes/introduction_to_groupdata2.html,462
groupdata2,1,vignettes/time_series_with_groupdata2.html,976
oii,0,NA,NA
ROI.plugin.msbinlp,0,NA,NA
ROI.plugin.optimx,0,NA,NA
liteq,0,NA,NA
EasyMx,0,NA,NA
htm2txt,0,NA,NA
mafs,0,NA,NA
monoreg,0,NA,NA
LZeroSpikeInference,0,NA,NA
geomedb,0,NA,NA
sicegar,1,vignettes/additional_parameters.html,398
sicegar,1,vignettes/categorizing_fits.html,449
sicegar,1,vignettes/fitting_individual_models.html,535
sicegar,1,vignettes/introduction.html,439
sicegar,1,vignettes/plotting_fitted_models.html,338
vennplot,0,NA,NA
GSMX,0,NA,NA
rucrdtw,1,vignettes/using_rucrdtw.html,799
curstatCI,1,vignettes/curstatCI.html,1419
icmm,0,NA,NA
iDINGO,0,NA,NA
HybridFS,0,NA,NA
brea,0,NA,NA
colf,1,vignettes/colf.html,917
RcppBlaze,0,NA,NA
Replicate,0,NA,NA
BMhyb,0,NA,NA
D3partitionR,0,NA,NA
editData,1,vignettes/editData.html,194
BaTFLED3D,1,vignettes/BaTFLED3D_vignette.html,1030
BrownDog,0,NA,NA
DWLasso,0,NA,NA
DataEntry,0,NA,NA
proustr,1,vignettes/gettingstarted.html,1536
confinterpret,0,NA,NA
additiveDEA,0,NA,NA
TSCS,1,vignettes/TSCS.pdf,5352
msaR,1,vignettes/msaR.html,100
basictabler,1,vignettes/v01-introduction.html,853
basictabler,1,vignettes/v02-workingwithcells.html,1028
basictabler,1,vignettes/v03-outputs.html,651
basictabler,1,vignettes/v04-styling.html,1649
basictabler,1,vignettes/v05-findingandformatting.html,2270
basictabler,1,vignettes/v06-shiny.html,228
basictabler,1,vignettes/v07-excelexport.html,1062
msu,0,NA,NA
SimTimeVar,0,NA,NA
statsDK,1,vignettes/Get_started_with_statsDK.html,595
apercu,0,NA,NA
CHMM,0,NA,NA
MFKnockoffs,1,vignettes/MFKnockoffs.html,728
MFKnockoffs,1,vignettes/advanced.html,452
MFKnockoffs,1,vignettes/fixed.html,224
ArchaeoPhases,1,vignettes/GroupsOfDates.html,596
ArchaeoPhases,1,vignettes/Introduction.html,808
ArchaeoPhases,1,vignettes/SeriesOfDates.html,294
breakfast,0,NA,NA
glacierSMBM,0,NA,NA
isnullptr,0,NA,NA
pder,0,NA,NA
pifpaf,1,vignettes/Introduction_to_pifpaf_package.html,4698
ecoseries,0,NA,NA
EventStudy,1,vignettes/addin_eventstudy.html,160
EventStudy,1,vignettes/howto_eventstudy.html,674
EventStudy,1,vignettes/introduction_eventstudy.html,706
EventStudy,1,vignettes/parameters_eventstudy.html,377
importar,0,NA,NA
kfda,0,NA,NA
LFDREmpiricalBayes,1,vignettes/LFDREmpiricalBayes.pdf,3088
tinyProject,0,NA,NA
BNPMIXcluster,0,NA,NA
coinmarketcapr,0,NA,NA
d3plus,0,NA,NA
econullnetr,1,vignettes/econullnetr-intro.html,3402
prioritylasso,1,vignettes/prioritylasso_vignette.html,1661
parlitools,1,vignettes/bes-2015.html,62
parlitools,1,vignettes/bes-2017.html,62
parlitools,1,vignettes/census-11.html,71
parlitools,1,vignettes/introduction.html,767
parlitools,1,vignettes/mapping-local-authorities.html,193
parlitools,1,vignettes/using-cartograms.html,302
leabRa,1,vignettes/leabRa.html,2623
mosaicModel,1,vignettes/Basics.html,2125
MRFA,0,NA,NA
OBMbpkg,0,NA,NA
RcmdrPlugin.sutteForecastR,0,NA,NA
regexSelect,0,NA,NA
USCF,0,NA,NA
brazilmaps,0,NA,NA
magicLamp,0,NA,NA
QLearning,0,NA,NA
rstansim,1,vignettes/managing-results.html,207
rstansim,1,vignettes/model-fitting.html,567
rstansim,1,vignettes/reproducability.html,86
rstansim,1,vignettes/simulating_data.html,403
rstansim,1,vignettes/using-rstansim.html,1764
softermax,1,vignettes/exporting-xml.html,105
cptec,0,NA,NA
ensemblepp,0,NA,NA
FDRSeg,0,NA,NA
ROI.plugin.clp,0,NA,NA
binaryGP,0,NA,NA
BMT,0,NA,NA
curvecomp,0,NA,NA
envDocument,1,vignettes/envDocument-vignette.html,169
EQUIVNONINF,0,NA,NA
fusionclust,1,vignettes/demo-fusionclust.html,188
gma,0,NA,NA
IGP,0,NA,NA
kpeaks,0,NA,NA
SiER,0,NA,NA
sure,0,NA,NA
BNSL,0,NA,NA
leafSTAR,0,NA,NA
mcMST,1,vignettes/Generation.html,414
mcMST,1,vignettes/introduction.html,180
tsgui,0,NA,NA
cytominer,1,vignettes/cytominer-pipeline.html,636
randnet,0,NA,NA
rbtt,0,NA,NA
SampleSize4ClinicalTrials,0,NA,NA
DES,0,NA,NA
googleComputeEngineR,1,vignettes/creating-vms.html,512
googleComputeEngineR,1,vignettes/docker-ssh-futures.html,1135
googleComputeEngineR,1,vignettes/docker.html,485
googleComputeEngineR,1,vignettes/example-workflows.html,42
googleComputeEngineR,1,vignettes/installation-and-authentication.html,271
googleComputeEngineR,1,vignettes/massive-parallel.html,354
googleComputeEngineR,1,vignettes/opencpu-api-server.html,197
googleComputeEngineR,1,vignettes/persistent-rstudio.html,877
googleComputeEngineR,1,vignettes/remote-cluster.html,413
googleComputeEngineR,1,vignettes/rstudio-team.html,337
googleComputeEngineR,1,vignettes/scheduled-rscripts.html,1248
googleComputeEngineR,1,vignettes/shiny-app.html,459
googleComputeEngineR,1,vignettes/single-scheduler.html,783
MsdeParEst,0,NA,NA
wildcard,1,vignettes/wildcard.html,195
AurieLSHGaussian,0,NA,NA
CATTexact,0,NA,NA
gradientPickerD3,0,NA,NA
linemap,0,NA,NA
MFT,0,NA,NA
veccompare,0,NA,NA
CausalImpact,1,vignettes/CausalImpact.html,1580
causalMGM,0,NA,NA
glassdoor,1,vignettes/running-glassdoor.html,249
ADPF,0,NA,NA
auto.pca,0,NA,NA
DCD,0,NA,NA
medmod,0,NA,NA
PredPsych,0,NA,NA
unifDAG,1,vignettes/unifDAG-vignette.pdf,475
GauPro,1,vignettes/CrossValidationErrorCorrection.html,526
GauPro,1,vignettes/GauPro.html,503
GauPro,1,vignettes/IntroductionToGPs.html,681
GauPro,1,vignettes/derivatives.html,447
GauPro,1,vignettes/surface_derivatives.html,432
nos,0,NA,NA
opendotaR,0,NA,NA
sutteForecastR,0,NA,NA
yuimaGUI,0,NA,NA
MTSYS,0,NA,NA
CARS,1,vignettes/Vignette.html,362
fecR,1,vignettes/calculating_fishing_effort.pdf,1848
fecR,1,vignettes/checking_data.pdf,5577
GeoMongo,1,vignettes/the_GeoMongo_package.html,1653
RTaxometrics,0,NA,NA
distrr,0,NA,NA
repurrrsive,0,NA,NA
SMM,1,vignettes/smm.pdf,5569
AWR,0,NA,NA
Bios2cor,0,NA,NA
cprr,0,NA,NA
mapReasy,0,NA,NA
modelwordcloud,0,NA,NA
multilaterals,0,NA,NA
PakPMICS2014Ch,0,NA,NA
PakPMICS2014HH,0,NA,NA
PakPMICS2014HL,0,NA,NA
PakPMICS2014Wm,0,NA,NA
unjoin,0,NA,NA
csabounds,0,NA,NA
FactorsR,0,NA,NA
madrat,1,vignettes/madrat.html,1395
Ohit,0,NA,NA
TNC,0,NA,NA
UdderQuarterInfectionData,0,NA,NA
FuzzyNumbers.Ext.2,0,NA,NA
graphql,0,NA,NA
RcextTools,0,NA,NA
VDSPCalibration,0,NA,NA
billboard,0,NA,NA
BosonSampling,0,NA,NA
cbanalysis,0,NA,NA
dplyrAssist,1,vignettes/dplyrAssist.html,44
freqdom.fda,0,NA,NA
re2r,1,vignettes/re2r-intro.html,505
re2r,1,vignettes/re2r-syntax.html,54
RGeode,0,NA,NA
threshr,1,vignettes/threshr-vignette.html,1056
alphavantager,0,NA,NA
doubcens,0,NA,NA
pcdpca,0,NA,NA
ShinyImage,1,vignettes/SI.html,549
AlphaVantageClient,1,vignettes/AlphaVantageClient.html,1
BinarybalancedCut,0,NA,NA
afpt,1,vignettes/afpt-aerodynamic-model.html,1847
afpt,1,vignettes/afpt-basic-usage.html,1277
afpt,1,vignettes/afpt-multiple-birds.html,436
cr17,1,vignettes/vignette.html,1220
DelayedEffect.Design,0,NA,NA
EcoIndR,0,NA,NA
Inflation,0,NA,NA
jaod,0,NA,NA
rDotNet,0,NA,NA
ari,0,NA,NA
cdparcoord,1,vignettes/cdparcoord.html,1947
npphen,0,NA,NA
wktmo,0,NA,NA
cenGAM,0,NA,NA
deltar,0,NA,NA
seedCCA,0,NA,NA
ebmc,0,NA,NA
FPV,0,NA,NA
LowWAFOMSobol,1,vignettes/lowWAFOMSobol.html,117
mcompanion,0,NA,NA
MTE,0,NA,NA
nomogramEx,0,NA,NA
PeriodicTable,0,NA,NA
sensitivitymult,0,NA,NA
caffsim,0,NA,NA
ccmm,0,NA,NA
dmutate,0,NA,NA
PSIMEX,1,vignettes/PSIMEXvignette.pdf,677
SpatialEpiApp,1,vignettes/manual.pdf,5539
LowWAFOMNX,1,vignettes/lowWAFOMNX.html,117
prcr,1,vignettes/introduction_to_prcr.html,237
accSDA,0,NA,NA
Ecohydmod,0,NA,NA
mExplorer,0,NA,NA
multdyn,0,NA,NA
noncomplyR,1,vignettes/noncomplyR.html,896
Strategy,1,vignettes/Strategy.html,115
ActiveDriver,0,NA,NA
genepop,0,NA,NA
kntnr,0,NA,NA
macc,0,NA,NA
ConfigParser,0,NA,NA
esreg,0,NA,NA
R2DGC,1,vignettes/R2DGC.pdf,4548
simpleCache,1,vignettes/clusterCaches.html,240
simpleCache,1,vignettes/sharingCaches.html,117
simpleCache,1,vignettes/simpleCacheIntroduction.html,1141
SLICER,1,vignettes/SLICER.html,318
STARTdesign,0,NA,NA
Wrapped,1,vignettes/wrappedvig.pdf,1127
InfoTrad,0,NA,NA
ircor,0,NA,NA
GRCdata,0,NA,NA
happybiRthday,1,vignettes/happybirthday.pdf,28
ccRemover,1,vignettes/ccRemover_tutorial.html,1515
sasMap,0,NA,NA
CompDist,0,NA,NA
forwards,1,vignettes/Overview.html,1129
gamCopula,0,NA,NA
AssayCorrector,0,NA,NA
atlantistools,1,vignettes/model-calibration-species.pdf,169
atlantistools,1,vignettes/model-calibration.pdf,1464
atlantistools,1,vignettes/model-comparison.pdf,271
atlantistools,1,vignettes/model-preprocess.html,1232
atlantistools,1,vignettes/package-demo.html,1954
IceCast,1,vignettes/biasCorrectDemo.html,2386
ggquiver,0,NA,NA
GrpString,0,NA,NA
LBSPR,1,vignettes/LBSPR.html,1971
PeakSegDP,0,NA,NA
samon,0,NA,NA
SorptionAnalysis,0,NA,NA
CIplot,0,NA,NA
ConfoundedMeta,0,NA,NA
fastJT,1,vignettes/fastJT.pdf,930
lmmen,0,NA,NA
tsiR,0,NA,NA
rdpla,1,vignettes/rdpla_vignette.html,682
rdpla,1,vignettes/use_case_churches.html,228
dataMeta,1,vignettes/dataMeta_Vignette.html,863
IAbin,1,vignettes/vignette-IAbin.html,657
rasterList,0,NA,NA
rcv,0,NA,NA
valaddin,1,vignettes/valaddin.html,1325
vanddraabe,1,vignettes/vanddraabe_vignettes.html,38
vocaldia,0,NA,NA
GEint,1,vignettes/GEint_example.html,781
IPMRF,0,NA,NA
poker,0,NA,NA
PsyControl,0,NA,NA
kangar00,1,vignettes/kangar00-vignette.html,1486
OHPL,0,NA,NA
blink,1,vignettes/introEBLink.html,691
default,0,NA,NA
multiCA,0,NA,NA
permGS,0,NA,NA
