name,pkg_first
fmbasics,https://cran.r-project.org/src/contrib/Archive/fmbasics/fmbasics_0.1.0.tar.gz
MatManlyMix,https://cran.r-project.org/src/contrib/Archive/MatManlyMix/MatManlyMix_0.1.2.tar.gz
fastrtext,https://cran.r-project.org/src/contrib/Archive/fastrtext/fastrtext_0.2.0.tar.gz
fmdates,https://cran.r-project.org/src/contrib/Archive/fmdates/fmdates_0.1.0.tar.gz
ipft,https://cran.r-project.org/src/contrib/Archive/ipft/ipft_0.1.03.tar.gz
SparseDC,https://cran.r-project.org/src/contrib/Archive/SparseDC/SparseDC_0.1.5.tar.gz
tidystringdist,https://cran.r-project.org/src/contrib/Archive/tidystringdist/tidystringdist_0.1.0.tar.gz
Biolinv,https://cran.r-project.org/src/contrib/Archive/Biolinv/Biolinv_0.1-1.tar.gz
miRNAss,https://cran.r-project.org/src/contrib/Archive/miRNAss/miRNAss_1.0.tar.gz
naivebayes,https://cran.r-project.org/src/contrib/Archive/naivebayes/naivebayes_0.9.0.tar.gz
sofa,https://cran.r-project.org/src/contrib/Archive/sofa/sofa_0.2.0.tar.gz
bhm,https://cran.r-project.org/src/contrib/Archive/bhm/bhm_1.1.tar.gz
rxylib,https://cran.r-project.org/src/contrib/Archive/rxylib/rxylib_0.1.0.tar.gz
widgetframe,https://cran.r-project.org/src/contrib/Archive/widgetframe/widgetframe_0.1.0.tar.gz
msde,https://cran.r-project.org/src/contrib/Archive/msde/msde_1.0.2.tar.gz
mudfold,https://cran.r-project.org/src/contrib/Archive/mudfold/mudfold_1.0.tar.gz
AmesHousing,https://cran.r-project.org/src/contrib/Archive/AmesHousing/AmesHousing_0.0.2.tar.gz
PKPDmisc,https://cran.r-project.org/src/contrib/Archive/PKPDmisc/PKPDmisc_2.0.0.tar.gz
stringformattr,https://cran.r-project.org/src/contrib/Archive/stringformattr/stringformattr_0.1.0.tar.gz
SyncRNG,https://cran.r-project.org/src/contrib/Archive/SyncRNG/SyncRNG_1.2.1.tar.gz
zonator,https://cran.r-project.org/src/contrib/Archive/zonator/zonator_0.5.7.tar.gz
cleanEHR,https://cran.r-project.org/src/contrib/Archive/cleanEHR/cleanEHR_0.1.tar.gz
gofastr,https://cran.r-project.org/src/contrib/Archive/gofastr/gofastr_0.1.1.tar.gz
BisRNA,https://cran.r-project.org/src/contrib/Archive/BisRNA/BisRNA_0.2.1.tar.gz
clustEff,https://cran.r-project.org/src/contrib/Archive/clustEff/clustEff_0.1.0.tar.gz
GMAC,https://cran.r-project.org/src/contrib/Archive/GMAC/GMAC_1.0.tar.gz
elo,https://cran.r-project.org/src/contrib/Archive/elo/elo_0.1.2.tar.gz
libcoin,https://cran.r-project.org/src/contrib/Archive/libcoin/libcoin_0.9-0.tar.gz
corpus,https://cran.r-project.org/src/contrib/Archive/corpus/corpus_0.2-0.tar.gz
inum,https://cran.r-project.org/src/contrib/Archive/inum/inum_0.9-0.tar.gz
refset,https://cran.r-project.org/src/contrib/Archive/refset/refset_0.1.0.tar.gz
parsemsf,https://cran.r-project.org/src/contrib/Archive/parsemsf/parsemsf_0.1.0.tar.gz
Inventorymodel,https://cran.r-project.org/src/contrib/Archive/Inventorymodel/Inventorymodel_1.0.3.tar.gz
plotrr,https://cran.r-project.org/src/contrib/Archive/plotrr/plotrr_0.2.0.tar.gz
mazeGen,https://cran.r-project.org/src/contrib/Archive/mazeGen/mazeGen_0.1.0.tar.gz
mdw,https://cran.r-project.org/src/contrib/Archive/mdw/mdw_2017.8-27.tar.gz
networkGen,https://cran.r-project.org/src/contrib/Archive/networkGen/networkGen_0.1.0.tar.gz
striprtf,https://cran.r-project.org/src/contrib/Archive/striprtf/striprtf_0.2.2.tar.gz
xesreadR,https://cran.r-project.org/src/contrib/Archive/xesreadR/xesreadR_0.1.0.tar.gz
EAinference,https://cran.r-project.org/src/contrib/Archive/EAinference/EAinference_0.2.0.tar.gz
harrietr,https://cran.r-project.org/src/contrib/Archive/harrietr/harrietr_0.2.2.tar.gz
NestedCategBayesImpute,https://cran.r-project.org/src/contrib/Archive/NestedCategBayesImpute/NestedCategBayesImpute_1.0.0.tar.gz
adapr,https://cran.r-project.org/src/contrib/Archive/adapr/adapr_1.0.1.tar.gz
goftte,https://cran.r-project.org/src/contrib/Archive/goftte/goftte_1.0.1.tar.gz
passport,https://cran.r-project.org/src/contrib/Archive/passport/passport_0.1.1.tar.gz
SASmarkdown,https://cran.r-project.org/src/contrib/Archive/SASmarkdown/SASmarkdown_0.3.3.tar.gz
MUS,https://cran.r-project.org/src/contrib/Archive/MUS/MUS_0.1.4.tar.gz
Dforest,https://cran.r-project.org/src/contrib/Archive/Dforest/Dforest_0.4.0.tar.gz
phase1RMD,https://cran.r-project.org/src/contrib/Archive/phase1RMD/phase1RMD_1.0.5.tar.gz
simEd,https://cran.r-project.org/src/contrib/Archive/simEd/simEd_1.0.0.tar.gz
cctools,https://cran.r-project.org/src/contrib/Archive/cctools/cctools_0.1.0.tar.gz
unitizer,https://cran.r-project.org/src/contrib/Archive/unitizer/unitizer_1.4.0.tar.gz
CorporaCoCo,https://cran.r-project.org/src/contrib/Archive/CorporaCoCo/CorporaCoCo_1.0-1.tar.gz
IDCard,https://cran.r-project.org/src/contrib/Archive/IDCard/IDCard_0.1.0.tar.gz
MHTdiscrete,https://cran.r-project.org/src/contrib/Archive/MHTdiscrete/MHTdiscrete_0.1.0.tar.gz
powdist,https://cran.r-project.org/src/contrib/Archive/powdist/powdist_0.1.2.tar.gz
futility,https://cran.r-project.org/src/contrib/Archive/futility/futility_0.1.tar.gz
KMgene,https://cran.r-project.org/src/contrib/Archive/KMgene/KMgene_1.0.tar.gz
LCF,https://cran.r-project.org/src/contrib/Archive/LCF/LCF_1.6-6.tar.gz
ManifoldOptim,https://cran.r-project.org/src/contrib/Archive/ManifoldOptim/ManifoldOptim_0.1.0.tar.gz
epicontacts,https://cran.r-project.org/src/contrib/Archive/epicontacts/epicontacts_1.0.0.tar.gz
ICRanks,https://cran.r-project.org/src/contrib/Archive/ICRanks/ICRanks_1.0.tar.gz
RcppHMM,https://cran.r-project.org/src/contrib/Archive/RcppHMM/RcppHMM_1.0.1.tar.gz
RcppTN,https://cran.r-project.org/src/contrib/Archive/RcppTN/RcppTN_0.2-1.tar.gz
AWR.Athena,https://cran.r-project.org/src/contrib/Archive/AWR.Athena/AWR.Athena_1.1.0.tar.gz
wicket,https://cran.r-project.org/src/contrib/Archive/wicket/wicket_0.2.0.tar.gz
easyAHP,https://cran.r-project.org/src/contrib/Archive/easyAHP/easyAHP_0.1.0.tar.gz
xslt,https://cran.r-project.org/src/contrib/Archive/xslt/xslt_1.0.tar.gz
gamreg,https://cran.r-project.org/src/contrib/Archive/gamreg/gamreg_0.1.tar.gz
revgeo,https://cran.r-project.org/src/contrib/Archive/revgeo/revgeo_0.11.tar.gz
spiderbar,https://cran.r-project.org/src/contrib/Archive/spiderbar/spiderbar_0.2.0.tar.gz
sppmix,https://cran.r-project.org/src/contrib/Archive/sppmix/sppmix_1.0.0.0.tar.gz
modest,https://cran.r-project.org/src/contrib/Archive/modest/modest_0.1.tar.gz
ICCbin,https://cran.r-project.org/src/contrib/Archive/ICCbin/ICCbin_1.0.tar.gz
dparser,https://cran.r-project.org/src/contrib/Archive/dparser/dparser_0.1.3.tar.gz
StakeholderAnalysis,https://cran.r-project.org/src/contrib/Archive/StakeholderAnalysis/StakeholderAnalysis_1.0.tar.gz
qboxplot,https://cran.r-project.org/src/contrib/Archive/qboxplot/qboxplot_0.1.tar.gz
rsample,https://cran.r-project.org/src/contrib/Archive/rsample/rsample_0.0.1.tar.gz
ThankYouStars,https://cran.r-project.org/src/contrib/Archive/ThankYouStars/ThankYouStars_0.1.0.tar.gz
BatchMap,https://cran.r-project.org/src/contrib/Archive/BatchMap/BatchMap_1.0.0.0.tar.gz
anocva,https://cran.r-project.org/src/contrib/Archive/anocva/anocva_0.1.0.tar.gz
PdPDB,https://cran.r-project.org/src/contrib/Archive/PdPDB/PdPDB_1.0.tar.gz
rGoodData,https://cran.r-project.org/src/contrib/Archive/rGoodData/rGoodData_0.1.0.tar.gz
rLDCP,https://cran.r-project.org/src/contrib/Archive/rLDCP/rLDCP_1.0.0.tar.gz
rODE,https://cran.r-project.org/src/contrib/Archive/rODE/rODE_0.99.4.tar.gz
geojson,https://cran.r-project.org/src/contrib/Archive/geojson/geojson_0.1.0.tar.gz
epxToR,https://cran.r-project.org/src/contrib/Archive/epxToR/epxToR_0.1-0.tar.gz
Diderot,https://cran.r-project.org/src/contrib/Archive/Diderot/Diderot_0.1.tar.gz
RcppQuantuccia,https://cran.r-project.org/src/contrib/Archive/RcppQuantuccia/RcppQuantuccia_0.0.1.tar.gz
ArCo,https://cran.r-project.org/src/contrib/Archive/ArCo/ArCo_0.1-1.tar.gz
lplyr,https://cran.r-project.org/src/contrib/Archive/lplyr/lplyr_0.1.6.tar.gz
Pstat,https://cran.r-project.org/src/contrib/Archive/Pstat/Pstat_1.0.tar.gz
RJSplot,https://cran.r-project.org/src/contrib/Archive/RJSplot/RJSplot_2.1.tar.gz
slowraker,https://cran.r-project.org/src/contrib/Archive/slowraker/slowraker_0.1.0.tar.gz
infraFDTD.assist,https://cran.r-project.org/src/contrib/Archive/infraFDTD.assist/infraFDTD.assist_0.5.tar.gz
MBHdesign,https://cran.r-project.org/src/contrib/Archive/MBHdesign/MBHdesign_1.0.60.tar.gz
phylocanvas,https://cran.r-project.org/src/contrib/Archive/phylocanvas/phylocanvas_0.1.0.tar.gz
rsurfer,https://cran.r-project.org/src/contrib/Archive/rsurfer/rsurfer_0.1.tar.gz
coppeCosenzaR,https://cran.r-project.org/src/contrib/Archive/coppeCosenzaR/coppeCosenzaR_0.1.0.tar.gz
vfcp,https://cran.r-project.org/src/contrib/Archive/vfcp/vfcp_0.1.0.tar.gz
countyfloods,https://cran.r-project.org/src/contrib/Archive/countyfloods/countyfloods_0.0.1.tar.gz
FinAna,https://cran.r-project.org/src/contrib/Archive/FinAna/FinAna_0.1.0.tar.gz
kaphom,https://cran.r-project.org/src/contrib/Archive/kaphom/kaphom_0.1.0.tar.gz
meanr,https://cran.r-project.org/src/contrib/Archive/meanr/meanr_0.1-0.tar.gz
routr,https://cran.r-project.org/src/contrib/Archive/routr/routr_0.2.0.tar.gz
GerminaR,https://cran.r-project.org/src/contrib/Archive/GerminaR/GerminaR_1.0.tar.gz
WWR,https://cran.r-project.org/src/contrib/Archive/WWR/WWR_1.0.0.tar.gz
cbar,https://cran.r-project.org/src/contrib/Archive/cbar/cbar_0.1.0.tar.gz
MOEADr,https://cran.r-project.org/src/contrib/Archive/MOEADr/MOEADr_0.2.0.tar.gz
MoLE,https://cran.r-project.org/src/contrib/Archive/MoLE/MoLE_1.0.0.tar.gz
nspmix,https://cran.r-project.org/src/contrib/Archive/nspmix/nspmix_1.3-0.tar.gz
optimization,https://cran.r-project.org/src/contrib/Archive/optimization/optimization_1.0-1.tar.gz
EfficientMaxEigenpair,https://cran.r-project.org/src/contrib/Archive/EfficientMaxEigenpair/EfficientMaxEigenpair_0.1.0.tar.gz
MHCtools,https://cran.r-project.org/src/contrib/Archive/MHCtools/MHCtools_1.0.0.tar.gz
WaveLetLongMemory,https://cran.r-project.org/src/contrib/Archive/WaveLetLongMemory/WaveLetLongMemory_0.1.0.tar.gz
zFactor,https://cran.r-project.org/src/contrib/Archive/zFactor/zFactor_0.1.4.tar.gz
debugme,https://cran.r-project.org/src/contrib/Archive/debugme/debugme_1.0.1.tar.gz
docuSignr,https://cran.r-project.org/src/contrib/Archive/docuSignr/docuSignr_0.0.1.tar.gz
groupdata2,https://cran.r-project.org/src/contrib/Archive/groupdata2/groupdata2_0.1.0.tar.gz
oii,https://cran.r-project.org/src/contrib/Archive/oii/oii_1.0.1.tar.gz
ROI.plugin.msbinlp,https://cran.r-project.org/src/contrib/Archive/ROI.plugin.msbinlp/ROI.plugin.msbinlp_0.2-5.tar.gz
ROI.plugin.optimx,https://cran.r-project.org/src/contrib/Archive/ROI.plugin.optimx/ROI.plugin.optimx_0.2-5.tar.gz
liteq,https://cran.r-project.org/src/contrib/Archive/liteq/liteq_1.0.0.tar.gz
EasyMx,https://cran.r-project.org/src/contrib/Archive/EasyMx/EasyMx_0.1-3.tar.gz
htm2txt,https://cran.r-project.org/src/contrib/Archive/htm2txt/htm2txt_1.0.0.tar.gz
mafs,https://cran.r-project.org/src/contrib/Archive/mafs/mafs_0.0.1.tar.gz
monoreg,https://cran.r-project.org/src/contrib/Archive/monoreg/monoreg_1.1.tar.gz
LZeroSpikeInference,https://cran.r-project.org/src/contrib/Archive/LZeroSpikeInference/LZeroSpikeInference_1.0.1.tar.gz
geomedb,https://cran.r-project.org/src/contrib/Archive/geomedb/geomedb_0.1.tar.gz
sicegar,https://cran.r-project.org/src/contrib/Archive/sicegar/sicegar_0.1.tar.gz
vennplot,https://cran.r-project.org/src/contrib/Archive/vennplot/vennplot_0.9.01.tar.gz
GSMX,https://cran.r-project.org/src/contrib/Archive/GSMX/GSMX_0.1.tar.gz
rucrdtw,https://cran.r-project.org/src/contrib/Archive/rucrdtw/rucrdtw_0.1.1.tar.gz
curstatCI,https://cran.r-project.org/src/contrib/Archive/curstatCI/curstatCI_0.1.0.tar.gz
icmm,https://cran.r-project.org/src/contrib/Archive/icmm/icmm_1.0.tar.gz
iDINGO,https://cran.r-project.org/src/contrib/Archive/iDINGO/iDINGO_1.0.0.tar.gz
HybridFS,https://cran.r-project.org/src/contrib/Archive/HybridFS/HybridFS_0.1.0.tar.gz
brea,https://cran.r-project.org/src/contrib/Archive/brea/brea_0.1.0.tar.gz
colf,https://cran.r-project.org/src/contrib/Archive/colf/colf_0.1.2.tar.gz
RcppBlaze,https://cran.r-project.org/src/contrib/Archive/RcppBlaze/RcppBlaze_0.1.0.tar.gz
Replicate,https://cran.r-project.org/src/contrib/Archive/Replicate/Replicate_1.0.0.tar.gz
BMhyb,https://cran.r-project.org/src/contrib/Archive/BMhyb/BMhyb_1.5.1.tar.gz
D3partitionR,https://cran.r-project.org/src/contrib/Archive/D3partitionR/D3partitionR_0.1.tar.gz
editData,https://cran.r-project.org/src/contrib/Archive/editData/editData_0.1.0.tar.gz
BaTFLED3D,https://cran.r-project.org/src/contrib/Archive/BaTFLED3D/BaTFLED3D_0.1.7.tar.gz
BrownDog,https://cran.r-project.org/src/contrib/Archive/BrownDog/BrownDog_0.2.0.tar.gz
DWLasso,https://cran.r-project.org/src/contrib/Archive/DWLasso/DWLasso_0.1.0.tar.gz
DataEntry,https://cran.r-project.org/src/contrib/Archive/DataEntry/DataEntry_0.9-1.tar.gz
proustr,https://cran.r-project.org/src/contrib/Archive/proustr/proustr_0.1.0.tar.gz
confinterpret,https://cran.r-project.org/src/contrib/Archive/confinterpret/confinterpret_0.1.0.tar.gz
additiveDEA,https://cran.r-project.org/src/contrib/Archive/additiveDEA/additiveDEA_1.0.tar.gz
TSCS,https://cran.r-project.org/src/contrib/Archive/TSCS/TSCS_0.1.0.tar.gz
msaR,https://cran.r-project.org/src/contrib/Archive/msaR/msaR_0.1.0.tar.gz
basictabler,https://cran.r-project.org/src/contrib/basictabler_0.1.0.tar.gz
msu,https://cran.r-project.org/src/contrib/msu_0.0.1.tar.gz
SimTimeVar,https://cran.r-project.org/src/contrib/SimTimeVar_1.0.0.tar.gz
statsDK,https://cran.r-project.org/src/contrib/Archive/statsDK/statsDK_0.1.0.tar.gz
apercu,https://cran.r-project.org/src/contrib/Archive/apercu/apercu_0.2.1.tar.gz
CHMM,https://cran.r-project.org/src/contrib/Archive/CHMM/CHMM_0.1.0.tar.gz
MFKnockoffs,https://cran.r-project.org/src/contrib/Archive/MFKnockoffs/MFKnockoffs_0.9.tar.gz
ArchaeoPhases,https://cran.r-project.org/src/contrib/Archive/ArchaeoPhases/ArchaeoPhases_1.0.tar.gz
breakfast,https://cran.r-project.org/src/contrib/Archive/breakfast/breakfast_0.1.0.tar.gz
glacierSMBM,https://cran.r-project.org/src/contrib/glacierSMBM_0.1.tar.gz
isnullptr,https://cran.r-project.org/src/contrib/Archive/isnullptr/isnullptr_1.0.0.tar.gz
pder,https://cran.r-project.org/src/contrib/pder_1.0-0.tar.gz
pifpaf,https://cran.r-project.org/src/contrib/Archive/pifpaf/pifpaf_1.0.0.tar.gz
ecoseries,https://cran.r-project.org/src/contrib/Archive/ecoseries/ecoseries_0.0.98.tar.gz
EventStudy,https://cran.r-project.org/src/contrib/Archive/EventStudy/EventStudy_0.30.tar.gz
importar,https://cran.r-project.org/src/contrib/Archive/importar/importar_0.1.0.tar.gz
kfda,https://cran.r-project.org/src/contrib/kfda_1.0.0.tar.gz
LFDREmpiricalBayes,https://cran.r-project.org/src/contrib/LFDREmpiricalBayes_1.0.tar.gz
tinyProject,https://cran.r-project.org/src/contrib/tinyProject_0.5.tar.gz
BNPMIXcluster,https://cran.r-project.org/src/contrib/Archive/BNPMIXcluster/BNPMIXcluster_0.1.0.tar.gz
coinmarketcapr,https://cran.r-project.org/src/contrib/coinmarketcapr_0.1.tar.gz
d3plus,https://cran.r-project.org/src/contrib/d3plus_0.1.0.tar.gz
econullnetr,https://cran.r-project.org/src/contrib/econullnetr_0.1.0.tar.gz
prioritylasso,https://cran.r-project.org/src/contrib/Archive/prioritylasso/prioritylasso_0.1.0.tar.gz
parlitools,https://cran.r-project.org/src/contrib/Archive/parlitools/parlitools_0.0.2.tar.gz
leabRa,https://cran.r-project.org/src/contrib/leabRa_0.1.0.tar.gz
mosaicModel,https://cran.r-project.org/src/contrib/mosaicModel_0.3.0.tar.gz
MRFA,https://cran.r-project.org/src/contrib/Archive/MRFA/MRFA_0.1.tar.gz
OBMbpkg,https://cran.r-project.org/src/contrib/OBMbpkg_1.0.0.tar.gz
RcmdrPlugin.sutteForecastR,https://cran.r-project.org/src/contrib/RcmdrPlugin.sutteForecastR_1.0.0.tar.gz
regexSelect,https://cran.r-project.org/src/contrib/regexSelect_1.0.0.tar.gz
USCF,https://cran.r-project.org/src/contrib/USCF_0.1.3.tar.gz
brazilmaps,https://cran.r-project.org/src/contrib/brazilmaps_0.1.0.tar.gz
magicLamp,https://cran.r-project.org/src/contrib/magicLamp_0.1.0.tar.gz
QLearning,https://cran.r-project.org/src/contrib/QLearning_0.1.1.tar.gz
rstansim,https://cran.r-project.org/src/contrib/rstansim_0.1.1.tar.gz
softermax,https://cran.r-project.org/src/contrib/softermax_0.3.0.tar.gz
cptec,https://cran.r-project.org/src/contrib/cptec_0.1.0.tar.gz
ensemblepp,https://cran.r-project.org/src/contrib/ensemblepp_0.1-0.tar.gz
FDRSeg,https://cran.r-project.org/src/contrib/Archive/FDRSeg/FDRSeg_1.0-2.tar.gz
ROI.plugin.clp,https://cran.r-project.org/src/contrib/Archive/ROI.plugin.clp/ROI.plugin.clp_0.1.tar.gz
binaryGP,https://cran.r-project.org/src/contrib/binaryGP_0.2.tar.gz
BMT,https://cran.r-project.org/src/contrib/BMT_0.1.0.3.tar.gz
curvecomp,https://cran.r-project.org/src/contrib/curvecomp_0.1.0.tar.gz
envDocument,https://cran.r-project.org/src/contrib/Archive/envDocument/envDocument_2.3.0.tar.gz
EQUIVNONINF,https://cran.r-project.org/src/contrib/EQUIVNONINF_1.0.tar.gz
fusionclust,https://cran.r-project.org/src/contrib/fusionclust_1.0.0.tar.gz
gma,https://cran.r-project.org/src/contrib/gma_1.0.tar.gz
IGP,https://cran.r-project.org/src/contrib/IGP_0.1.0.tar.gz
kpeaks,https://cran.r-project.org/src/contrib/kpeaks_0.1.0.tar.gz
SiER,https://cran.r-project.org/src/contrib/SiER_0.1.0.tar.gz
sure,https://cran.r-project.org/src/contrib/Archive/sure/sure_0.1.2.tar.gz
BNSL,https://cran.r-project.org/src/contrib/Archive/BNSL/BNSL_0.1.0.tar.gz
leafSTAR,https://cran.r-project.org/src/contrib/leafSTAR_1.0.tar.gz
mcMST,https://cran.r-project.org/src/contrib/Archive/mcMST/mcMST_1.0.0.tar.gz
tsgui,https://cran.r-project.org/src/contrib/tsgui_0.0.3.tar.gz
cytominer,https://cran.r-project.org/src/contrib/cytominer_0.1.0.tar.gz
randnet,https://cran.r-project.org/src/contrib/randnet_0.1.tar.gz
rbtt,https://cran.r-project.org/src/contrib/rbtt_0.1.0.tar.gz
SampleSize4ClinicalTrials,https://cran.r-project.org/src/contrib/SampleSize4ClinicalTrials_0.1.0.tar.gz
DES,https://cran.r-project.org/src/contrib/DES_1.0.0.tar.gz
googleComputeEngineR,https://cran.r-project.org/src/contrib/Archive/googleComputeEngineR/googleComputeEngineR_0.1.0.tar.gz
MsdeParEst,https://cran.r-project.org/src/contrib/MsdeParEst_1.7.tar.gz
wildcard,https://cran.r-project.org/src/contrib/Archive/wildcard/wildcard_1.0.0.tar.gz
AurieLSHGaussian,https://cran.r-project.org/src/contrib/Archive/AurieLSHGaussian/AurieLSHGaussian_0.1.0.tar.gz
CATTexact,https://cran.r-project.org/src/contrib/CATTexact_0.1.0.tar.gz
gradientPickerD3,https://cran.r-project.org/src/contrib/gradientPickerD3_0.1.0.0.tar.gz
linemap,https://cran.r-project.org/src/contrib/linemap_0.1.0.tar.gz
MFT,https://cran.r-project.org/src/contrib/MFT_1.3.tar.gz
veccompare,https://cran.r-project.org/src/contrib/veccompare_0.1.0.tar.gz
CausalImpact,https://cran.r-project.org/src/contrib/Archive/CausalImpact/CausalImpact_1.2.0.tar.gz
causalMGM,https://cran.r-project.org/src/contrib/Archive/causalMGM/causalMGM_0.1.0.tar.gz
glassdoor,https://cran.r-project.org/src/contrib/Archive/glassdoor/glassdoor_0.7.6.tar.gz
ADPF,https://cran.r-project.org/src/contrib/ADPF_0.0.1.tar.gz
auto.pca,https://cran.r-project.org/src/contrib/auto.pca_0.3.tar.gz
DCD,https://cran.r-project.org/src/contrib/DCD_0.1.0.tar.gz
medmod,https://cran.r-project.org/src/contrib/medmod_1.0.0.tar.gz
PredPsych,https://cran.r-project.org/src/contrib/Archive/PredPsych/PredPsych_0.1.tar.gz
unifDAG,https://cran.r-project.org/src/contrib/unifDAG_1.0.1.tar.gz
GauPro,https://cran.r-project.org/src/contrib/Archive/GauPro/GauPro_0.1.0.tar.gz
nos,https://cran.r-project.org/src/contrib/Archive/nos/nos_1.0.0.tar.gz
opendotaR,https://cran.r-project.org/src/contrib/opendotaR_0.1.4.tar.gz
sutteForecastR,https://cran.r-project.org/src/contrib/sutteForecastR_0.1.tar.gz
yuimaGUI,https://cran.r-project.org/src/contrib/Archive/yuimaGUI/yuimaGUI_0.9.5.tar.gz
MTSYS,https://cran.r-project.org/src/contrib/Archive/MTSYS/MTSYS_1.0.0.tar.gz
CARS,https://cran.r-project.org/src/contrib/Archive/CARS/CARS_0.1.tar.gz
fecR,https://cran.r-project.org/src/contrib/Archive/fecR/fecR_0.0.1.tar.gz
GeoMongo,https://cran.r-project.org/src/contrib/Archive/GeoMongo/GeoMongo_1.0.0.tar.gz
RTaxometrics,https://cran.r-project.org/src/contrib/Archive/RTaxometrics/RTaxometrics_2.0.tar.gz
distrr,https://cran.r-project.org/src/contrib/distrr_0.0.4.tar.gz
repurrrsive,https://cran.r-project.org/src/contrib/repurrrsive_0.1.0.tar.gz
SMM,https://cran.r-project.org/src/contrib/Archive/SMM/SMM_1.0.tar.gz
AWR,https://cran.r-project.org/src/contrib/Archive/AWR/AWR_1.11.88.tar.gz
Bios2cor,https://cran.r-project.org/src/contrib/Archive/Bios2cor/Bios2cor_1.1.tar.gz
cprr,https://cran.r-project.org/src/contrib/cprr_0.1.1.tar.gz
mapReasy,https://cran.r-project.org/src/contrib/mapReasy_1.0.tar.gz
modelwordcloud,https://cran.r-project.org/src/contrib/modelwordcloud_0.1.tar.gz
multilaterals,https://cran.r-project.org/src/contrib/multilaterals_1.0.tar.gz
PakPMICS2014Ch,https://cran.r-project.org/src/contrib/PakPMICS2014Ch_0.1.0.tar.gz
PakPMICS2014HH,https://cran.r-project.org/src/contrib/PakPMICS2014HH_0.1.0.tar.gz
PakPMICS2014HL,https://cran.r-project.org/src/contrib/PakPMICS2014HL_0.1.0.tar.gz
PakPMICS2014Wm,https://cran.r-project.org/src/contrib/PakPMICS2014Wm_0.1.0.tar.gz
unjoin,https://cran.r-project.org/src/contrib/unjoin_0.0.3.tar.gz
csabounds,https://cran.r-project.org/src/contrib/csabounds_1.0.0.tar.gz
FactorsR,https://cran.r-project.org/src/contrib/Archive/FactorsR/FactorsR_1.1.tar.gz
madrat,https://cran.r-project.org/src/contrib/Archive/madrat/madrat_1.8.0.tar.gz
Ohit,https://cran.r-project.org/src/contrib/Ohit_1.0.0.tar.gz
TNC,https://cran.r-project.org/src/contrib/TNC_0.1.0.tar.gz
UdderQuarterInfectionData,https://cran.r-project.org/src/contrib/UdderQuarterInfectionData_1.0.0.tar.gz
FuzzyNumbers.Ext.2,https://cran.r-project.org/src/contrib/Archive/FuzzyNumbers.Ext.2/FuzzyNumbers.Ext.2_1.0.tar.gz
graphql,https://cran.r-project.org/src/contrib/Archive/graphql/graphql_1.0.tar.gz
RcextTools,https://cran.r-project.org/src/contrib/Archive/RcextTools/RcextTools_0.1.0.tar.gz
VDSPCalibration,https://cran.r-project.org/src/contrib/VDSPCalibration_1.0.tar.gz
billboard,https://cran.r-project.org/src/contrib/billboard_0.1.0.tar.gz
BosonSampling,https://cran.r-project.org/src/contrib/BosonSampling_0.1.1.tar.gz
cbanalysis,https://cran.r-project.org/src/contrib/Archive/cbanalysis/cbanalysis_0.1.0.tar.gz
dplyrAssist,https://cran.r-project.org/src/contrib/dplyrAssist_0.1.0.tar.gz
freqdom.fda,https://cran.r-project.org/src/contrib/freqdom.fda_0.9.1.tar.gz
re2r,https://cran.r-project.org/src/contrib/re2r_0.2.0.tar.gz
RGeode,https://cran.r-project.org/src/contrib/RGeode_0.1.0.tar.gz
threshr,https://cran.r-project.org/src/contrib/threshr_1.0.0.tar.gz
alphavantager,https://cran.r-project.org/src/contrib/alphavantager_0.1.0.tar.gz
doubcens,https://cran.r-project.org/src/contrib/doubcens_1.1.tar.gz
pcdpca,https://cran.r-project.org/src/contrib/Archive/pcdpca/pcdpca_0.2.1.tar.gz
ShinyImage,https://cran.r-project.org/src/contrib/ShinyImage_0.1.0.tar.gz
AlphaVantageClient,https://cran.r-project.org/src/contrib/AlphaVantageClient_0.0.1.tar.gz
BinarybalancedCut,https://cran.r-project.org/src/contrib/BinarybalancedCut_0.2.tar.gz
afpt,https://cran.r-project.org/src/contrib/afpt_1.0.0.tar.gz
cr17,https://cran.r-project.org/src/contrib/cr17_0.1.0.tar.gz
DelayedEffect.Design,https://cran.r-project.org/src/contrib/DelayedEffect.Design_0.0.4.tar.gz
EcoIndR,https://cran.r-project.org/src/contrib/Archive/EcoIndR/EcoIndR_1.0.tar.gz
Inflation,https://cran.r-project.org/src/contrib/Inflation_0.1.0.tar.gz
jaod,https://cran.r-project.org/src/contrib/jaod_0.1.0.tar.gz
rDotNet,https://cran.r-project.org/src/contrib/Archive/rDotNet/rDotNet_0.9.0.tar.gz
ari,https://cran.r-project.org/src/contrib/ari_0.1.0.tar.gz
cdparcoord,https://cran.r-project.org/src/contrib/cdparcoord_1.0.0.tar.gz
npphen,https://cran.r-project.org/src/contrib/npphen_1.1-0.tar.gz
wktmo,https://cran.r-project.org/src/contrib/Archive/wktmo/wktmo_1.0.1.tar.gz
cenGAM,https://cran.r-project.org/src/contrib/cenGAM_0.5.3.tar.gz
deltar,https://cran.r-project.org/src/contrib/deltar_1.0.0.tar.gz
seedCCA,https://cran.r-project.org/src/contrib/seedCCA_1.0.tar.gz
ebmc,https://cran.r-project.org/src/contrib/ebmc_1.0.0.tar.gz
