pkg_name,pkg_download_successful,pkg_download_time,pkg_download_targz_size
MRFA,TRUE,0.97904109954834,27064
OBMbpkg,TRUE,0.958270072937012,2675
RcmdrPlugin.sutteForecastR,TRUE,0.94884991645813,2669
regexSelect,TRUE,0.948227167129517,3930
USCF,TRUE,1.19241499900818,1470
brazilmaps,TRUE,2.69670796394348,3150394
magicLamp,TRUE,0.951229095458984,2942
QLearning,TRUE,1.00073719024658,5287
rstansim,TRUE,3.3812940120697,4984489
softermax,TRUE,1.41498017311096,447129
cptec,TRUE,0.963304996490479,7028
ensemblepp,TRUE,1.54063487052917,243396
FDRSeg,TRUE,0.998516082763672,19764
ROI.plugin.clp,TRUE,0.96752405166626,3519
binaryGP,TRUE,0.959074974060059,14094
BMT,TRUE,1.09735584259033,99257
curvecomp,TRUE,0.960547924041748,8109
envDocument,TRUE,0.951943874359131,13533
EQUIVNONINF,TRUE,1.10510182380676,54728
fusionclust,TRUE,0.960165977478027,14525
gma,TRUE,1.3145170211792,196651
IGP,TRUE,0.97487211227417,25663
kpeaks,TRUE,1.17504096031189,28237
SiER,TRUE,0.952246904373169,7606
sure,TRUE,1.09391307830811,56016
BNSL,TRUE,0.989266157150269,15926
leafSTAR,TRUE,1.06323885917664,41918
mcMST,TRUE,1.32802319526672,322790
tsgui,TRUE,0.957284927368164,14448
cytominer,TRUE,1.40305614471436,427884
randnet,TRUE,1.02170705795288,16135
rbtt,TRUE,0.970518112182617,16158
SampleSize4ClinicalTrials,TRUE,0.957467079162598,2528
DES,TRUE,0.957303047180176,12406
googleComputeEngineR,TRUE,1.70231485366821,950205
MsdeParEst,TRUE,1.6037061214447,499401
wildcard,TRUE,1.17291307449341,11740
AurieLSHGaussian,TRUE,0.963430881500244,2872
CATTexact,TRUE,0.95691704750061,5103
gradientPickerD3,TRUE,1.20165300369263,119505
linemap,TRUE,2.12048387527466,1931111
MFT,TRUE,1.0584990978241,22658
veccompare,TRUE,0.987534999847412,27100
CausalImpact,TRUE,1.29699921607971,164485
causalMGM,TRUE,0.985645055770874,25230
glassdoor,TRUE,5.64657711982727,14387
ADPF,TRUE,0.981405019760132,16535
auto.pca,TRUE,4.9377179145813,1778
DCD,TRUE,1.09606194496155,19461
medmod,TRUE,1.02927708625793,9827
PredPsych,TRUE,1.56767916679382,581350
unifDAG,TRUE,5.74965286254883,2177977
GauPro,TRUE,1.13692808151245,15859
nos,TRUE,3.37592005729675,13620
opendotaR,TRUE,2.63377809524536,6979
sutteForecastR,TRUE,2.02636289596558,2716
yuimaGUI,TRUE,1.47714996337891,159347
MTSYS,TRUE,1.08380007743835,27777
CARS,TRUE,0.946089029312134,11276
fecR,TRUE,1.61402606964111,633187
GeoMongo,TRUE,1.76141810417175,458324
RTaxometrics,TRUE,0.984478950500488,26451
distrr,TRUE,0.97885799407959,16972
repurrrsive,TRUE,2.1177020072937,504904
SMM,TRUE,1.67148303985596,888214
AWR,TRUE,1.17062497138977,1955
Bios2cor,TRUE,1.65106010437012,886456
cprr,TRUE,0.969474077224731,5827
mapReasy,TRUE,4.4420120716095,1038855
modelwordcloud,TRUE,1.03268909454346,5522
multilaterals,TRUE,1.15268707275391,20847
PakPMICS2014Ch,TRUE,2.93697190284729,1899388
PakPMICS2014HH,TRUE,4.38662099838257,1690235
PakPMICS2014HL,TRUE,5.23648190498352,3191084
PakPMICS2014Wm,TRUE,5.68132901191711,2906297
unjoin,TRUE,2.26545000076294,6985
csabounds,TRUE,2.06249785423279,44025
FactorsR,TRUE,2.73505187034607,3480579
madrat,TRUE,1.19969701766968,192247
Ohit,TRUE,0.958808183670044,4504
TNC,TRUE,0.958916187286377,9242
UdderQuarterInfectionData,TRUE,1.0950939655304,23858
FuzzyNumbers.Ext.2,TRUE,0.96756386756897,10420
graphql,TRUE,1.13090014457703,54563
RcextTools,TRUE,1.84217309951782,829169
VDSPCalibration,TRUE,2.46318292617798,8477
billboard,TRUE,2.39888596534729,2232388
BosonSampling,TRUE,1.16599702835083,9065
cbanalysis,TRUE,0.953103065490723,1669
dplyrAssist,TRUE,3.18656206130981,2110357
freqdom.fda,TRUE,1.87604904174805,49859
re2r,TRUE,1.77162623405457,894091
RGeode,TRUE,0.981817007064819,18465
threshr,TRUE,1.14630103111267,83487
alphavantager,TRUE,0.957581996917725,6193
doubcens,TRUE,0.957412958145142,2963
pcdpca,TRUE,0.954537153244019,6347
ShinyImage,TRUE,2.8233540058136,3684341
AlphaVantageClient,TRUE,1.08710598945618,49212
BinarybalancedCut,TRUE,0.967262029647827,1593
afpt,TRUE,1.54659485816956,368702
cr17,TRUE,1.53110313415527,600650
DelayedEffect.Design,TRUE,1.01677203178406,6167
EcoIndR,TRUE,1.41279411315918,382247
Inflation,TRUE,1.09600687026978,98670
jaod,TRUE,0.944819927215576,8180
rDotNet,TRUE,1.31286883354187,117453
ari,TRUE,1.24104404449463,210780
cdparcoord,TRUE,3.26590394973755,3850516
npphen,TRUE,1.34194397926331,195225
wktmo,TRUE,0.954562902450562,3165
cenGAM,TRUE,1.18050408363342,46628
deltar,TRUE,0.987210988998413,40855
seedCCA,TRUE,1.2124810218811,183607
ebmc,TRUE,0.952234983444214,8287
FPV,TRUE,0.959497928619385,11548
LowWAFOMSobol,TRUE,4.82097411155701,4175809
mcompanion,TRUE,1.12039399147034,106716
MTE,TRUE,0.958811044692993,7006
nomogramEx,TRUE,0.959517955780029,2185
PeriodicTable,TRUE,1.05543994903564,23550
sensitivitymult,TRUE,1.04254198074341,28076
caffsim,TRUE,0.984899044036865,22304
ccmm,TRUE,0.995907783508301,44740
dmutate,TRUE,0.959665060043335,7343
PSIMEX,TRUE,1.50752282142639,171178
SpatialEpiApp,TRUE,2.09591913223267,1853542
LowWAFOMNX,TRUE,2.01585006713867,554644
prcr,TRUE,1.31970882415771,272975
accSDA,TRUE,1.09616804122925,46255
Ecohydmod,TRUE,0.963151931762695,4589
mExplorer,TRUE,0.975657939910889,36823
multdyn,TRUE,0.983850002288818,38062
noncomplyR,TRUE,1.14667105674744,77806
Strategy,TRUE,1.4535698890686,310496
ActiveDriver,TRUE,1.22203612327576,139635
genepop,TRUE,1.77497887611389,1121888
kntnr,TRUE,0.965412855148315,13488
macc,TRUE,1.5786030292511,447962
ConfigParser,TRUE,0.959625005722046,6783
esreg,TRUE,1.3219850063324,17966
R2DGC,TRUE,1.55069804191589,671988
simpleCache,TRUE,1.01578688621521,44239
SLICER,TRUE,2.30502486228943,1152640
STARTdesign,TRUE,0.968090057373047,4168
Wrapped,TRUE,0.969357013702393,5283
InfoTrad,TRUE,0.955420970916748,11275
ircor,TRUE,0.964991092681885,5670
GRCdata,TRUE,0.955981969833374,10418
happybiRthday,TRUE,1.21374082565308,122752
ccRemover,TRUE,2.18076300621033,1743085
sasMap,TRUE,1.27600812911987,141273
CompDist,TRUE,0.961387872695923,5527
forwards,TRUE,1.27266907691956,143249
gamCopula,TRUE,1.15056991577148,72188
AssayCorrector,TRUE,0.95730996131897,12451
atlantistools,TRUE,2.37539196014404,2435588
IceCast,TRUE,2.90682697296143,2279918
ggquiver,TRUE,1.43830895423889,344819
GrpString,TRUE,1.09368896484375,47566
LBSPR,TRUE,1.9278039932251,554523
PeakSegDP,TRUE,2.26610898971558,514742
samon,TRUE,4.02753806114197,2061240
SorptionAnalysis,TRUE,6.16063594818115,3203
CIplot,TRUE,0.984857797622681,26148
ConfoundedMeta,TRUE,0.959229946136475,7203
fastJT,TRUE,1.4257800579071,128049
lmmen,TRUE,0.958348989486694,12301
tsiR,TRUE,3.39251399040222,185873
rdpla,TRUE,1.43762707710266,448564
dataMeta,TRUE,1.5287389755249,286509
IAbin,TRUE,0.976300954818726,36151
rasterList,TRUE,3.08048796653748,3310642
rcv,TRUE,2.39962196350098,1817168
valaddin,TRUE,1.15400195121765,55538
vanddraabe,TRUE,2.25913095474243,1334501
vocaldia,TRUE,1.21561002731323,121349
GEint,TRUE,1.09512710571289,55059
IPMRF,TRUE,0.998162984848022,6600
poker,TRUE,1.0137300491333,16605
PsyControl,TRUE,1.31754994392395,57898
kangar00,TRUE,1.6210310459137,567026
OHPL,TRUE,1.55522608757019,620553
blink,TRUE,1.14861297607422,88464
default,TRUE,0.961507081985474,3759
multiCA,TRUE,0.965424060821533,14814
permGS,TRUE,0.982264995574951,26525
statesRcontiguous,TRUE,3.01935887336731,1444497
restfulr,TRUE,0.955446004867554,14858
ggversa,TRUE,1.21017408370972,180534
italy,TRUE,1.18801093101501,172118
equaltestMI,TRUE,1.10221099853516,33465
GFA,TRUE,0.983012199401855,37028
metaBMA,TRUE,1.26027703285217,93137
RcppXPtrUtils,TRUE,0.964194059371948,5980
soilcarbon,TRUE,1.60073184967041,380049
SpatialAcc,TRUE,1.05866193771362,27988
banR,TRUE,1.31383109092712,212826
cranlike,TRUE,0.957322120666504,10806
echogram,TRUE,3.31635880470276,4723837
EMAtools,TRUE,0.965841054916382,3430
ggsignif,TRUE,1.00396585464478,39542
lmmpar,TRUE,0.957664012908936,5115
multistate,TRUE,1.86981391906738,486447
rddensity,TRUE,0.97879695892334,25344
svenssonm,TRUE,0.96540904045105,5197
ambhasGW,TRUE,1.03677606582642,4481
GreedyEPL,TRUE,1.15701198577881,11412
IrishDirectorates,TRUE,0.975852966308594,22666
MixtureRegLTIC,TRUE,1.09034180641174,42481
rtimicropem,TRUE,1.75253701210022,1113005
subgroup.discovery,TRUE,1.24767398834229,138847
tbl2xts,TRUE,1.09934592247009,74095
ThermIndex,TRUE,1.01498699188232,3588
dejaVu,TRUE,1.50494790077209,402387
DoEstRare,TRUE,1.22001218795776,96580
fasjem,TRUE,1.30836009979248,309993
glmnetUtils,TRUE,1.39772391319275,48038
kpmt,TRUE,1.82349395751953,1155570
structree,TRUE,1.3862988948822,255572
nonlinearICP,TRUE,0.992741107940674,25280
fChange,TRUE,2.16245079040527,1341696
rclipboard,TRUE,0.97829794883728,6150
RkMetrics,TRUE,1.10784006118774,88025
CDVineCopulaConditional,TRUE,1.10443997383118,58891
mmtsne,TRUE,0.95936393737793,6904
lsplsGlm,TRUE,2.01405310630798,1177251
mosaicCalc,TRUE,1.15304708480835,27380
optiSolve,TRUE,1.54606294631958,660899
iRF,TRUE,1.12673211097717,86827
maxTPR,TRUE,0.960429191589355,4650
unrepx,TRUE,0.991665840148926,45747
bayeslongitudinal,TRUE,0.989289999008179,6794
concaveman,TRUE,1.16079807281494,34839
ggseqlogo,TRUE,1.5092658996582,565974
MRTSampleSize,TRUE,0.959805011749268,8086
PowerNormal,TRUE,1.04654288291931,4264
seqICP,TRUE,1.05479502677917,23784
sidrar,TRUE,1.23012018203735,161007
GGEBiplots,TRUE,0.959336996078491,13396
pcensmix,TRUE,0.966036081314087,17672
c2c,TRUE,0.991518974304199,16199
geoGAM,TRUE,3.85066699981689,3323431
dsmodels,TRUE,1.20071220397949,42113
prisonbrief,TRUE,1.29419207572937,151223
vcov,TRUE,0.977689981460571,17246
spNNGP,TRUE,2.44397592544556,2358758
DCA,TRUE,0.956840038299561,6986
BayesianGLasso,TRUE,1.01891398429871,3031
FastSF,TRUE,0.94396185874939,8788
harmonicmeanp,TRUE,0.94579005241394,3161
ivregEX,TRUE,1.191321849823,23571
liquidSVM,TRUE,2.01718807220459,1141289
OBRE,TRUE,0.993046998977661,18021
scifigure,TRUE,1.35209703445435,299198
diffpriv,TRUE,1.5514280796051,530976
social,TRUE,0.98118782043457,15861
brlrmr,TRUE,1.01791191101074,18240
Census2016,TRUE,4.27164006233215,3009481
cnbdistr,TRUE,0.982047080993652,35253
ercv,TRUE,1.07637906074524,56306
flexsurvcure,TRUE,1.01960802078247,43073
fragilityindex,TRUE,0.964246034622192,1970
LCox,TRUE,0.95782208442688,4427
sergeant,TRUE,1.10413599014282,29523
gh,TRUE,0.96285605430603,15513
llogistic,TRUE,0.979305982589722,2730
senstrat,TRUE,0.96995210647583,45561
centiserve,TRUE,1.17320013046265,39275
docker,TRUE,0.945693969726562,9398
DrImpute,TRUE,2.29937100410461,1374792
randomForestExplainer,TRUE,1.23725199699402,183829
spongecake,TRUE,0.956932067871094,3347
tetraclasse,TRUE,0.959598064422607,4216
TSF,TRUE,0.962347030639648,2787
credsubs,TRUE,1.09619998931885,22670
geotoolsR,TRUE,0.957363843917847,12802
interfr,TRUE,1.42032885551453,383838
noaastormevents,TRUE,3.08000016212463,2482282
facebook.S4,TRUE,1.30097603797913,48848
interim,TRUE,0.959510803222656,7804
integIRTy,TRUE,2.41671013832092,1366099
NameNeedle,TRUE,1.2101948261261,152298
roots,TRUE,1.29413390159607,120224
AutoDeskR,TRUE,2.57271003723145,3094715
dGAselID,TRUE,0.953225135803223,6614
FUNLDA,TRUE,1.15388703346252,70022
netcom,TRUE,0.963027954101562,12206
oompaData,TRUE,2.24781489372253,2215675
PoloniexR,TRUE,0.985466003417969,39385
SFS,TRUE,0.982460975646973,29677
decomposedPSF,TRUE,0.963525056838989,6111
fcm,TRUE,1.04242610931396,31225
lpdensity,TRUE,1.13229393959045,16589
mthapower,TRUE,0.956545829772949,4061
postlightmercury,TRUE,1.1707170009613,3267
fcuk,TRUE,1.17343711853027,9173
ggplotgui,TRUE,1.56563591957092,616522
l1kdeconv,TRUE,0.967525959014893,3472
mixlink,TRUE,1.27100205421448,57001
waccR,TRUE,0.974565982818604,7847
BNPMediation,TRUE,0.98575496673584,26924
SobolSequence,TRUE,1.70427083969116,713858
textile,TRUE,3.49600791931152,5859512
Autoplotprotein,TRUE,1.05743288993835,16024
correlbinom,TRUE,0.97144889831543,2572
ggChernoff,TRUE,0.957150936126709,6237
mandelbrot,TRUE,0.957288026809692,12516
Robocoap,TRUE,1.09041714668274,16470
assocInd,TRUE,0.953670978546143,9664
awspack,TRUE,0.967396974563599,2120
catSurv,TRUE,1.54307007789612,620032
coxphSGD,TRUE,1.17406105995178,6032
midas,TRUE,0.957105875015259,2424
numGen,TRUE,1.76536822319031,18005
SuperGauss,TRUE,2.05018901824951,271751
aws.cloudtrail,TRUE,1.21469593048096,10604
aws.sns,TRUE,1.01002788543701,12565
aws.sqs,TRUE,1.35816812515259,15630
cepR,TRUE,2.28361582756042,2529953
SSM,TRUE,1.08401203155518,62475
wql,TRUE,2.51534104347229,1938340
aurelius,TRUE,1.12570309638977,97913
ecolottery,TRUE,1.23017311096191,156300
mnis,TRUE,0.982242822647095,20954
autoBagging,TRUE,1.99851298332214,788192
aws.lambda,TRUE,0.956543922424316,11491
geoSpectral,TRUE,2.59583806991577,3116390
hurdlr,TRUE,1.01004314422607,16710
kgschart,TRUE,1.95764398574829,1543642
quickregression,TRUE,0.955685138702393,3285
rsoi,TRUE,0.957324981689453,14572
aws.iam,TRUE,1.03442716598511,18567
fence,TRUE,0.991811037063599,36637
hbdct,TRUE,0.965087890625,7550
MicroMacroMultilevel,TRUE,0.965911865234375,13012
SkyWatchr,TRUE,0.967673063278198,5044
BiBitR,TRUE,1.4190399646759,361912
hhh4contacts,TRUE,1.29901385307312,199392
scpm,TRUE,1.19300198554993,43440
StratifiedRF,TRUE,0.969856023788452,5143
BradleyTerryScalable,TRUE,1.2391459941864,171701
gsloid,TRUE,1.24079585075378,118939
kazaam,TRUE,1.56538486480713,496273
My.stepwise,TRUE,1.16732287406921,6359
pinnacle.data,TRUE,2.04222011566162,1718619
assertable,TRUE,1.02666902542114,32479
ExpRep,TRUE,1.01354002952576,14101
ForecastFramework,TRUE,1.384920835495,173307
goldi,TRUE,1.46075201034546,483047
ppcc,TRUE,0.960474967956543,14940
SFtools,TRUE,0.95285701751709,5689
sparsio,TRUE,1.18001699447632,42282
FSTpackage,TRUE,1.75891089439392,1077206
gmediation,TRUE,1.58641600608826,282861
NCSampling,TRUE,1.09387302398682,64483
Opportunistic,TRUE,0.96245002746582,3102
otrimle,TRUE,1.1260678768158,19896
BayesTwin,TRUE,1.62294983863831,399889
CRANsearcher,TRUE,3.095458984375,1240575
intRvals,TRUE,1.05252289772034,39378
plater,TRUE,1.19725203514099,136497
pltesim,TRUE,0.986732006072998,24209
rattle.data,TRUE,2.29748916625977,2071276
twfy,TRUE,1.11474895477295,32642
net.security,TRUE,2.03701591491699,608924
tidygenomics,TRUE,1.44168281555176,301216
DZEXPM,TRUE,0.958137989044189,9688
MultiSkew,TRUE,0.968652009963989,14182
BCgee,TRUE,0.959335088729858,8311
corset,TRUE,0.988218069076538,25472
JumpTest,TRUE,1.07090497016907,20295
m2r,TRUE,1.23840689659119,45350
mljar,TRUE,0.974792003631592,15973
nlsrk,TRUE,1.113774061203,17671
SCAT,TRUE,1.08784508705139,47342
MOQA,TRUE,1.12182092666626,20985
rMouse,TRUE,1.02876091003418,30580
rrcov3way,TRUE,1.2235791683197,108421
swapClass,TRUE,0.964889049530029,4469
ftDK,TRUE,0.96136212348938,7910
anchoredDistr,TRUE,1.742192029953,549903
mssqlR,TRUE,1.00772500038147,17355
POMaSPU,TRUE,1.17278289794922,5047
rematch2,TRUE,0.967044115066528,11384
RLeafAngle,TRUE,1.21645617485046,136097
taxizedb,TRUE,1.18924999237061,15985
ukbabynames,TRUE,2.06752514839172,589927
clinPK,TRUE,2.30141305923462,797493
namedCapture,TRUE,1.38461899757385,6203
PeakError,TRUE,1.24118399620056,8165
sfadv,TRUE,1.48829483985901,134619
forecastSNSTS,TRUE,1.02083611488342,15745
processmonitR,TRUE,0.695975065231323,6632
ECFsup,TRUE,0.964317083358765,13947
secret,TRUE,1.31717801094055,259878
CityWaterBalance,TRUE,2.05208611488342,1754537
phenopix,TRUE,1.93716502189636,400366
baseballDBR,TRUE,1.38805198669434,125271
dataverse,TRUE,1.8882532119751,1351821
GeoRange,TRUE,1.09260010719299,62443
mccr,TRUE,0.956218004226685,1617
pleiades,TRUE,1.68404293060303,939856
zooaRchGUI,TRUE,3.26671099662781,476836
nscprepr,TRUE,1.89528107643127,2998
ZIBseq,TRUE,1.83211493492126,52937
d3Tree,TRUE,1.73728394508362,99489
argon2,TRUE,1.39888715744019,47719
patternator,TRUE,0.965856075286865,7206
SanFranBeachWater,TRUE,1.02873587608337,4396
standardize,TRUE,1.15509605407715,72721
featurizer,TRUE,1.05931782722473,19521
orderstats,TRUE,0.961570024490356,2569
colorpatch,TRUE,1.10122013092041,88677
soptdmaeA,TRUE,0.957395076751709,14482
frequencies,TRUE,0.951493978500366,6706
getmstatistic,TRUE,2.64224219322205,1081825
mixEMM,TRUE,0.9687340259552,12716
Risk,TRUE,0.960218906402588,7432
xsp,TRUE,0.961625099182129,3282
gqlr,TRUE,1.1391921043396,91987
iNOTE,TRUE,1.53850793838501,327187
BAYESDEF,TRUE,0.957095146179199,13212
bdlp,TRUE,1.01892781257629,36051
covfefe,TRUE,0.960728883743286,7952
gamlssbssn,TRUE,0.960700988769531,4421
gghalfnorm,TRUE,0.953587055206299,3070
HDCI,TRUE,0.957661867141724,11974
iadf,TRUE,1.24251699447632,109156
piton,TRUE,0.98747706413269,43208
pwrAB,TRUE,0.957587003707886,5424
rpst,TRUE,0.951324939727783,9182
themetagenomics,TRUE,7.24968910217285,2857713
zstdr,TRUE,6.3489191532135,2176980
capn,TRUE,3.43607711791992,34547
imaginator,TRUE,1.1254940032959,45254
ck37r,TRUE,3.51031804084778,83307
eesim,TRUE,3.14708399772644,1507990
glmertree,TRUE,1.60745191574097,303775
KRMM,TRUE,1.5965940952301,9520
NB.MClust,TRUE,1.00542211532593,19116
hypersampleplan,TRUE,0.958333015441895,9148
logOfGamma,TRUE,1.16118407249451,1945
webglobe,TRUE,5.25925803184509,5002654
kerasR,TRUE,1.65962696075439,345104
QPBoot,TRUE,0.969680070877075,27494
baitmet,TRUE,1.55074596405029,254691
difconet,TRUE,0.963699817657471,14537
ElastH,TRUE,2.31627702713013,696177
ids,TRUE,1.23461389541626,79401
ImaginR,TRUE,1.16627383232117,87262
logistic4p,TRUE,2.58381414413452,36097
pencopulaCond,TRUE,2.19736289978027,42092
mdpeer,TRUE,2.71636295318604,549011
DDM,TRUE,1.36022090911865,56919
dfCompare,TRUE,0.956621885299683,1458
phrasemachine,TRUE,0.96092414855957,14815
here,TRUE,0.959625005722046,3607
SmartSVA,TRUE,0.962701082229614,3448
didrooRFM,TRUE,0.95856499671936,2425
polypoly,TRUE,1.16273999214172,67330
SeerMapper,TRUE,4.26930093765259,3101553
stratvns,TRUE,0.988527059555054,5300
CharFun,TRUE,1.04940509796143,43685
stratbr,TRUE,0.956416130065918,4690
tictactoe,TRUE,1.21441102027893,226309
apng,TRUE,1.00127506256104,21998
rdoxygen,TRUE,1.16880011558533,13303
timelineR,TRUE,1.73160600662231,627232
TriadSim,TRUE,1.5536470413208,733073
lans2r,TRUE,3.98295211791992,2944206
wally,TRUE,2.81393909454346,74477
RHPCBenchmark,TRUE,2.39016199111938,72808
RNAstructureModuleMiner,TRUE,2.18744206428528,6599
ROI.models.miplib,TRUE,1.79073786735535,5491
rpatrec,TRUE,1.92493414878845,252006
xLLiM,TRUE,1.51279187202454,79735
Rd2md,TRUE,1.39952492713928,172232
sotu,TRUE,2.32502293586731,2674541
NPMOD,TRUE,0.968562126159668,11378
AHMbook,TRUE,1.22821402549744,168449
CATT,TRUE,0.979830026626587,1741
checkarg,TRUE,1.37980699539185,238177
kdevine,TRUE,1.23417997360229,108484
numKM,TRUE,0.957712888717651,2096
poisbinom,TRUE,0.964034080505371,4409
printr,TRUE,1.01822400093079,15534
GUIgems,TRUE,3.046226978302,1245197
easyNCDF,TRUE,0.959143877029419,13937
zeligverse,TRUE,0.981082916259766,18827
ExcessMass,TRUE,1.00756502151489,9439
PROscorer,TRUE,1.21057605743408,50281
rif,TRUE,1.42840695381165,390929
PairwiseD,TRUE,1.09785103797913,52571
PROscorerTools,TRUE,0.992057085037231,36689
slim,TRUE,1.73561787605286,280558
gomms,TRUE,0.966050863265991,7962
GEEmediate,TRUE,0.965964078903198,5323
learnrbook,TRUE,4.27783799171448,3430223
mbgraphic,TRUE,2.97736215591431,4469963
diffMeshGP,TRUE,0.958600997924805,3759
EpistemicGameTheory,TRUE,0.961177110671997,6383
fastTextR,TRUE,1.00340914726257,30425
iGSEA,TRUE,0.956407070159912,4641
jocre,TRUE,1.05488300323486,17169
lifelogr,TRUE,1.73924708366394,922892
shinycssloaders,TRUE,0.980767011642456,39931
sinib,TRUE,0.959751129150391,7247
usedist,TRUE,0.960257053375244,6593
iECAT,TRUE,1.54878616333008,244830
lhmixr,TRUE,0.97842001914978,16983
pawls,TRUE,1.16398692131042,8819
WebGestaltR,TRUE,1.35188007354736,342368
lindia,TRUE,0.958769083023071,9855
lsasim,TRUE,0.977125883102417,24748
outbreaks,TRUE,1.63784694671631,234627
qrsvm,TRUE,0.96587085723877,4943
AcuityView,TRUE,1.31310200691223,155010
plotprotein,TRUE,1.09039902687073,15466
IndianTaxCalc,TRUE,0.962222099304199,2086
RPEXE.RPEXT,TRUE,1.82347393035889,1043924
PROreg,TRUE,0.85143780708313,31460
pwr2,TRUE,0.966482877731323,4561
cowbell,TRUE,1.49756383895874,421658
crunchy,TRUE,0.961954832077026,4082
ContourFunctions,TRUE,1.60755801200867,367587
DataGraph,TRUE,1.1327440738678,73656
idar,TRUE,1.0991530418396,56571
seasonalview,TRUE,1.10217499732971,37740
kmcudaR,TRUE,1.19319105148315,73690
m2b,TRUE,1.39713788032532,345562
qrmix,TRUE,0.979915142059326,16554
discord,TRUE,3.75977301597595,8429
dsrTest,TRUE,0.976783990859985,25200
KSEAapp,TRUE,2.16515803337097,619710
mut,TRUE,0.959457874298096,8497
ncdump,TRUE,5.84331798553467,45224
onehot,TRUE,0.956882953643799,3526
angstroms,TRUE,1.7414219379425,1206234
EML,TRUE,1.6463930606842,696435
MHTmult,TRUE,1.04338216781616,6870
MetaboList,TRUE,4.7089741230011,3181
pafdR,TRUE,4.89565396308899,565184
SPADAR,TRUE,3.1255030632019,275216
ChocoLattes,TRUE,2.5705189704895,69540
dataseries,TRUE,1.84156107902527,2709
mockr,TRUE,1.67343211174011,6072
casebase,TRUE,2.33381414413452,2119935
gsrsb,TRUE,0.957331895828247,14905
WikidataQueryServiceR,TRUE,0.954146862030029,6985
aSPC,TRUE,0.947292804718018,4584
mstherm,TRUE,1.25362086296082,154962
bulletr,TRUE,2.23902106285095,1682875
coxphMIC,TRUE,1.03009915351868,22554
md.log,TRUE,0.96281909942627,4796
censCov,TRUE,1.00598907470703,7162
RandMeta,TRUE,1.11858201026917,55762
zip,TRUE,1.08731698989868,60823
ajv,TRUE,1.12712788581848,51718
BarBorGradient,TRUE,0.967418909072876,4585
ider,TRUE,2.33605980873108,862713
nonpar,TRUE,0.960952997207642,6027
ring,TRUE,1.39420700073242,314300
selectapref,TRUE,0.952378034591675,2268
startR,TRUE,1.09727907180786,49587
chemmodlab,TRUE,1.23304319381714,98076
CrossScreening,TRUE,1.19731497764587,109112
KENDL,TRUE,0.966003894805908,4379
RpeakChrom,TRUE,1.19552493095398,116775
SADISA,TRUE,0.990031957626343,38136
simMP,TRUE,1.08489418029785,15504
statGraph,TRUE,1.11902904510498,16298
unix,TRUE,0.957665920257568,6906
PortfolioOptim,TRUE,0.960568189620972,12217
PCADSC,TRUE,0.964180946350098,12679
yarrr,TRUE,3.81939601898193,3815032
icosa,TRUE,2.73617506027222,2659868
TSGSIS,TRUE,0.961164951324463,5360
uqr,TRUE,0.963781118392944,9699
WLreg,TRUE,1.00641322135925,7231
mro,TRUE,0.957695007324219,2361
complexity,TRUE,0.952914953231812,1687
bayesCL,TRUE,1.22248005867004,116328
SeerMapper2010East,TRUE,3.05210494995117,4357787
SeerMapper2010West,TRUE,3.59641885757446,1982016
StatPerMeCo,TRUE,1.03243517875671,4440
thankr,TRUE,0.95644998550415,3773
fpest,TRUE,1.16563105583191,1432
nopaco,TRUE,1.13671898841858,83496
R2ucare,TRUE,1.09109902381897,49511
SeerMapper2010Regs,TRUE,2.98629808425903,3056867
spec,TRUE,0.956790924072266,13781
Tnseq,TRUE,1.08771991729736,56150
tubern,TRUE,0.978485107421875,22315
wrangle,TRUE,0.956490039825439,6094
marcher,TRUE,1.62707805633545,191253
optrcdmaeAT,TRUE,0.981142044067383,16027
SeerMapperEast,TRUE,2.86819887161255,4087047
SeerMapperWest,TRUE,2.14863514900208,1939052
fastqcr,TRUE,2.17324709892273,1323731
GADAG,TRUE,1.19181704521179,54502
GLIDE,TRUE,2.74248909950256,1740851
D3GB,TRUE,2.01887583732605,580885
lspline,TRUE,1.1789538860321,122918
SeerMapperRegs,TRUE,3.02773785591125,2877950
mRchmadness,TRUE,1.42989802360535,540766
skeletor,TRUE,0.950598955154419,10953
duckduckr,TRUE,0.955964088439941,4136
IMTest,TRUE,1.13521385192871,82267
MedDietCalc,TRUE,1.37121200561523,164142
micEconIndex,TRUE,1.31941914558411,16561
secure,TRUE,1.57492780685425,736284
sylcount,TRUE,1.2406280040741,124674
classifierplots,TRUE,1.39866089820862,251477
CoFRA,TRUE,2.6604471206665,3640938
eshrink,TRUE,0.95737886428833,14248
zfa,TRUE,0.975756883621216,18375
HYRISK,TRUE,0.957254886627197,13359
TSMN,TRUE,0.958215951919556,5226
afmToolkit,TRUE,2.41844415664673,2760263
groupsubsetselection,TRUE,0.978790044784546,33245
nlshelper,TRUE,0.99101710319519,9739
vesselr,TRUE,0.962288856506348,4534
xbreed,TRUE,1.54761505126953,511300
xyz,TRUE,1.09075093269348,74132
enrichR,TRUE,0.950895071029663,10219
medicare,TRUE,1.67426085472107,969779
grapes,TRUE,1.29182004928589,131445
InterfaceqPCR,TRUE,1.66420912742615,726520
SARP.moodle,TRUE,1.03057599067688,31413
tensorr,TRUE,1.09996390342712,47312
aptg,TRUE,1.17083716392517,23248
focusedMDS,TRUE,1.21477389335632,213382
kscons,TRUE,1.44528603553772,239969
